 
                                                                                                                                                                                                                                                                
 
 
Fit Statistics

Target=Category Target Label=Category

   Fit
Statistics    Statistics Label                     Train    Validation       Test

 _DFT_        Total Degrees of Freedom           7414.00          .           .  
 _DFE_        Degrees of Freedom for Error       7163.00          .           .  
 _DFM_        Model Degrees of Freedom            251.00          .           .  
 _NW_         Number of Estimated Weights         251.00          .           .  
 _AIC_        Akaike's Information Criterion     2237.30          .           .  
 _SBC_        Schwarz's Bayesian Criterion       3971.99          .           .  
 _ASE_        Average Squared Error                 0.05         0.06        0.06
 _MAX_        Maximum Absolute Error                1.00         1.00        1.00
 _DIV_        Divisor for ASE                    8088.00      4860.00     3288.00
 _NOBS_       Sum of Frequencies                  674.00       405.00      274.00
 _RASE_       Root Average Squared Error            0.22         0.25        0.25
 _SSE_        Sum of Squared Errors               382.09       305.06      208.16
 _SUMW_       Sum of Case Weights Times Freq     8088.00      4860.00     3288.00
 _FPE_        Final Prediction Error                0.05          .           .  
 _MSE_        Mean Squared Error                    0.05         0.06        0.06
 _RFPE_       Root Final Prediction Error           0.22          .           .  
 _RMSE_       Root Mean Squared Error               0.22         0.25        0.25
 _AVERR_      Average Error Function                0.21         0.32        0.32
 _ERR_        Error Function                     1735.30      1574.29     1044.98
 _MISC_       Misclassification Rate                0.42         0.60        0.59
 _WRONG_      Number of Wrong Classifications     285.00       242.00      163.00
 
                                                                                                                                                                                                                                                                
 
 
Classification Table

Data Role=TRAIN Target Variable=Category Target Label=Category

                                                      Target        Outcome     Frequency       Total
Target                    Outcome                   Percentage    Percentage      Count      Percentage
OTHER                     DESIGNER                     3.9474        4.7619          3         0.44510 
SALES                     DESIGNER                     2.6316        3.4483          2         0.29674 
ADVOCATE                  DIGITAL-MEDIA                1.8868        1.7544          1         0.14837 
CONSULTANT                DIGITAL-MEDIA                3.7736        3.5088          2         0.29674 
DESIGNER                  DIGITAL-MEDIA                5.6604        5.6604          3         0.44510 
DIGITAL-MEDIA             DIGITAL-MEDIA               71.6981       80.8511         38         5.63798 
FITNESS                   DIGITAL-MEDIA                1.8868        1.7241          1         0.14837 
HEALTHCARE                DIGITAL-MEDIA                1.8868        1.7544          1         0.14837 
HR                        DIGITAL-MEDIA                3.7736        3.6364          2         0.29674 
OTHER                     DIGITAL-MEDIA                5.6604        4.7619          3         0.44510 
TEACHER                   DIGITAL-MEDIA                3.7736        4.0000          2         0.29674 
ADVOCATE                  FITNESS                     29.5455       22.8070         13         1.92878 
FITNESS                   FITNESS                     36.3636       27.5862         16         2.37389 
HR                        FITNESS                      9.0909        7.2727          4         0.59347 
OTHER                     FITNESS                     13.6364        9.5238          6         0.89021 
SALES                     FITNESS                     11.3636        8.6207          5         0.74184 
ADVOCATE                  HEALTHCARE                   9.8361       10.5263          6         0.89021 
BUSINESS-DEVELOPMENT      HEALTHCARE                   4.9180        5.0000          3         0.44510 
CONSULTANT                HEALTHCARE                   8.1967        8.7719          5         0.74184 
HEALTHCARE                HEALTHCARE                  60.6557       64.9123         37         5.48961 
OTHER                     HEALTHCARE                   6.5574        6.3492          4         0.59347 
SALES                     HEALTHCARE                   9.8361       10.3448          6         0.89021 
ADVOCATE                  HR                           4.4444        7.0175          4         0.59347 
BUSINESS-DEVELOPMENT      HR                           1.1111        1.6667          1         0.14837 
CONSULTANT                HR                           3.3333        5.2632          3         0.44510 
DIGITAL-MEDIA             HR                           3.3333        6.3830          3         0.44510 
FITNESS                   HR                          28.8889       44.8276         26         3.85757 
HEALTHCARE                HR                           1.1111        1.7544          1         0.14837 
HR                        HR                          50.0000       81.8182         45         6.67656 
OTHER                     HR                           4.4444        6.3492          4         0.59347 
SALES                     HR                           3.3333        5.1724          3         0.44510 
CONSULTANT                INFORMATION-TECHNOLOGY      13.5802       19.2982         11         1.63205 
DIGITAL-MEDIA             INFORMATION-TECHNOLOGY       2.4691        4.2553          2         0.29674 
HEALTHCARE                INFORMATION-TECHNOLOGY       4.9383        7.0175          4         0.59347 
INFORMATION-TECHNOLOGY    INFORMATION-TECHNOLOGY      69.1358       94.9153         56         8.30861 
OTHER                     INFORMATION-TECHNOLOGY       7.4074        9.5238          6         0.89021 
TEACHER                   INFORMATION-TECHNOLOGY       2.4691        4.0000          2         0.29674 
ADVOCATE                  OTHER                       30.8642       43.8596         25         3.70920 
CONSULTANT                OTHER                        8.6420       12.2807          7         1.03858 
FITNESS                   OTHER                       12.3457       17.2414         10         1.48368 
HEALTHCARE                OTHER                        4.9383        7.0175          4         0.59347 
INFORMATION-TECHNOLOGY    OTHER                        1.2346        1.6949          1         0.14837 
OTHER                     OTHER                       33.3333       42.8571         27         4.00593 
SALES                     OTHER                        6.1728        8.6207          5         0.74184 
TEACHER                   OTHER                        2.4691        4.0000          2         0.29674 
ADVOCATE                  SALES                        9.3023        7.0175          4         0.59347 
BUSINESS-DEVELOPMENT      SALES                       11.6279        8.3333          5         0.74184 
CONSULTANT                SALES                        4.6512        3.5088          2         0.29674 
DESIGNER                  SALES                        2.3256        1.8868          1         0.14837 
FITNESS                   SALES                        4.6512        3.4483          2         0.29674 
HEALTHCARE                SALES                        2.3256        1.7544          1         0.14837 
HR                        SALES                        9.3023        7.2727          4         0.59347 
OTHER                     SALES                        4.6512        3.1746          2         0.29674 
SALES                     SALES                       51.1628       37.9310         22         3.26409 
FITNESS                   TEACHER                      2.0833        1.7241          1         0.14837 
HEALTHCARE                TEACHER                      2.0833        1.7544          1         0.14837 
INFORMATION-TECHNOLOGY    TEACHER                      2.0833        1.6949          1         0.14837 
OTHER                     TEACHER                      2.0833        1.5873          1         0.14837 
TEACHER                   TEACHER                     91.6667       88.0000         44         6.52819 


Data Role=VALIDATE Target Variable=Category Target Label=Category

                                                      Target        Outcome     Frequency       Total
Target                    Outcome                   Percentage    Percentage      Count      Percentage

ADVOCATE                  BUSINESS-DEVELOPMENT         4.6512        5.7143          2         0.49383 
BUSINESS-DEVELOPMENT      BUSINESS-DEVELOPMENT        34.8837       41.6667         15         3.70370 
CONSULTANT                BUSINESS-DEVELOPMENT        11.6279       14.2857          5         1.23457 
DESIGNER                  BUSINESS-DEVELOPMENT         4.6512        6.4516          2         0.49383 
DIGITAL-MEDIA             BUSINESS-DEVELOPMENT         2.3256        3.4483          1         0.24691 
HEALTHCARE                BUSINESS-DEVELOPMENT        11.6279       15.1515          5         1.23457 
HR                        BUSINESS-DEVELOPMENT         2.3256        3.1250          1         0.24691 
OTHER                     BUSINESS-DEVELOPMENT         6.9767        7.8947          3         0.74074 
SALES                     BUSINESS-DEVELOPMENT        20.9302       26.4706          9         2.22222 
BUSINESS-DEVELOPMENT      CONSULTANT                   7.6923        2.7778          1         0.24691 
CONSULTANT                CONSULTANT                   7.6923        2.8571          1         0.24691 
DESIGNER                  CONSULTANT                   7.6923        3.2258          1         0.24691 
DIGITAL-MEDIA             CONSULTANT                   7.6923        3.4483          1         0.24691 
HEALTHCARE                CONSULTANT                   7.6923        3.0303          1         0.24691 
INFORMATION-TECHNOLOGY    CONSULTANT                  23.0769        8.3333          3         0.74074 
OTHER                     CONSULTANT                  23.0769        7.8947          3         0.74074 
SALES                     CONSULTANT                   7.6923        2.9412          1         0.24691 
TEACHER                   CONSULTANT                   7.6923        3.2258          1         0.24691 
ADVOCATE                  DESIGNER                     2.1739        2.8571          1         0.24691 
BUSINESS-DEVELOPMENT      DESIGNER                    10.8696       13.8889          5         1.23457 
CONSULTANT                DESIGNER                    13.0435       17.1429          6         1.48148 
DESIGNER                  DESIGNER                    45.6522       67.7419         21         5.18519 
DIGITAL-MEDIA             DESIGNER                     8.6957       13.7931          4         0.98765 
HEALTHCARE                DESIGNER                     2.1739        3.0303          1         0.24691 
INFORMATION-TECHNOLOGY    DESIGNER                    10.8696       13.8889          5         1.23457 
SALES                     DESIGNER                     4.3478        5.8824          2         0.49383 
TEACHER                   DESIGNER                     2.1739        3.2258          1         0.24691 
BUSINESS-DEVELOPMENT      DIGITAL-MEDIA                4.7619        5.5556          2         0.49383 
CONSULTANT                DIGITAL-MEDIA               11.9048       14.2857          5         1.23457 
DESIGNER                  DIGITAL-MEDIA                7.1429        9.6774          3         0.74074 
DIGITAL-MEDIA             DIGITAL-MEDIA               45.2381       65.5172         19         4.69136 
FITNESS                   DIGITAL-MEDIA                7.1429        8.5714          3         0.74074 
HR                        DIGITAL-MEDIA                4.7619        6.2500          2         0.49383 
OTHER                     DIGITAL-MEDIA                4.7619        5.2632          2         0.49383 
SALES                     DIGITAL-MEDIA                9.5238       11.7647          4         0.98765 
TEACHER                   DIGITAL-MEDIA                4.7619        6.4516          2         0.49383 
ADVOCATE                  FITNESS                     28.5714       17.1429          6         1.48148 
CONSULTANT                FITNESS                      4.7619        2.8571          1         0.24691 
DIGITAL-MEDIA             FITNESS                      4.7619        3.4483          1         0.24691 
FITNESS                   FITNESS                     19.0476       11.4286          4         0.98765 
HR                        FITNESS                      9.5238        6.2500          2         0.49383 
INFORMATION-TECHNOLOGY    FITNESS                      4.7619        2.7778          1         0.24691 
OTHER                     FITNESS                     19.0476       10.5263          4         0.98765 
SALES                     FITNESS                      4.7619        2.9412          1         0.24691 
TEACHER                   FITNESS                      4.7619        3.2258          1         0.24691 
ADVOCATE                  HEALTHCARE                  21.4286       17.1429          6         1.48148 
BUSINESS-DEVELOPMENT      HEALTHCARE                   3.5714        2.7778          1         0.24691 
CONSULTANT                HEALTHCARE                   7.1429        5.7143          2         0.49383 
DIGITAL-MEDIA             HEALTHCARE                   3.5714        3.4483          1         0.24691 
HEALTHCARE                HEALTHCARE                  42.8571       36.3636         12         2.96296 
OTHER                     HEALTHCARE                  14.2857       10.5263          4         0.98765 
SALES                     HEALTHCARE                   7.1429        5.8824          2         0.49383 
ADVOCATE                  HR                           4.4776        8.5714          3         0.74074 
BUSINESS-DEVELOPMENT      HR                           5.9701       11.1111          4         0.98765 
CONSULTANT                HR                           7.4627       14.2857          5         1.23457 
DIGITAL-MEDIA             HR                           1.4925        3.4483          1         0.24691 
FITNESS                   HR                          28.3582       54.2857         19         4.69136 
HEALTHCARE                HR                           4.4776        9.0909          3         0.74074 
HR                        HR                          38.8060       81.2500         26         6.41975 
OTHER                     HR                           2.9851        5.2632          2         0.49383 
SALES                     HR                           5.9701       11.7647          4         0.98765 
ADVOCATE                  INFORMATION-TECHNOLOGY       2.7027        2.8571          1         0.24691 
BUSINESS-DEVELOPMENT      INFORMATION-TECHNOLOGY       2.7027        2.7778          1         0.24691 
CONSULTANT                INFORMATION-TECHNOLOGY      16.2162       17.1429          6         1.48148 
DESIGNER                  INFORMATION-TECHNOLOGY       8.1081        9.6774          3         0.74074 
HEALTHCARE                INFORMATION-TECHNOLOGY       2.7027        3.0303          1         0.24691 
INFORMATION-TECHNOLOGY    INFORMATION-TECHNOLOGY      62.1622       63.8889         23         5.67901 
OTHER                     INFORMATION-TECHNOLOGY       2.7027        2.6316          1         0.24691 
TEACHER                   INFORMATION-TECHNOLOGY       2.7027        3.2258          1         0.24691 
ADVOCATE                  OTHER                       27.0833       37.1429         13         3.20988 
CONSULTANT                OTHER                        2.0833        2.8571          1         0.24691 
DIGITAL-MEDIA             OTHER                        2.0833        3.4483          1         0.24691 
FITNESS                   OTHER                       14.5833       20.0000          7         1.72840 
HEALTHCARE                OTHER                       10.4167       15.1515          5         1.23457 
INFORMATION-TECHNOLOGY    OTHER                        6.2500        8.3333          3         0.74074 
OTHER                     OTHER                       27.0833       34.2105         13         3.20988 
SALES                     OTHER                        8.3333       11.7647          4         0.98765 
TEACHER                   OTHER                        2.0833        3.2258          1         0.24691 
ADVOCATE                  SALES                        3.5714        2.8571          1         0.24691 
BUSINESS-DEVELOPMENT      SALES                       25.0000       19.4444          7         1.72840 
CONSULTANT                SALES                        7.1429        5.7143          2         0.49383 
DESIGNER                  SALES                        3.5714        3.2258          1         0.24691 
FITNESS                   SALES                        7.1429        5.7143          2         0.49383 
HEALTHCARE                SALES                       14.2857       12.1212          4         0.98765 
HR                        SALES                        3.5714        3.1250          1         0.24691 
OTHER                     SALES                        3.5714        2.6316          1         0.24691 
SALES                     SALES                       25.0000       20.5882          7         1.72840 
TEACHER                   SALES                        7.1429        6.4516          2         0.49383 
ADVOCATE                  TEACHER                      6.2500        5.7143          2         0.49383 
CONSULTANT                TEACHER                      3.1250        2.8571          1         0.24691 
HEALTHCARE                TEACHER                      3.1250        3.0303          1         0.24691 
INFORMATION-TECHNOLOGY    TEACHER                      3.1250        2.7778          1         0.24691 
OTHER                     TEACHER                     15.6250       13.1579          5         1.23457 
TEACHER                   TEACHER                     68.7500       70.9677         22         5.43210 
 
                                                                                                                                                                                                                                                                
 
 
Event Classification Table

Data Role=TRAIN Target=Category Target Label=Category

  False       True        False       True
Negative    Negative    Positive    Positive

    6          620          4          44   


Data Role=VALIDATE Target=Category Target Label=Category

  False       True        False       True
Negative    Negative    Positive    Positive

    9          364         10          22   
 
                                                                                                                                                                                                                                                                
 
 
Assessment Score Rankings

Data Role=TRAIN Target Variable=Category Target Label=Category

                                                                                           Mean
                               Cumulative        %       Cumulative      Number of      Posterior
Depth       Gain      Lift        Lift       Response    % Response    Observations    Probability

   5     1208.35    13.0835      13.0835      97.0588      97.0588          34           0.86052  
  10      831.71     5.5506       9.3171      41.1765      69.1176          34           0.38627  
  15      534.35     0.3965       6.3435       2.9412      47.0588          34           0.12780  
  20      379.29     0.0000       4.7929       0.0000      35.5556          33           0.09367  
  25      290.84     0.3965       3.9084       2.9412      28.9941          34           0.05622  
  30      232.02     0.3965       3.3202       2.9412      24.6305          34           0.02888  
  35      185.59     0.0000       2.8559       0.0000      21.1864          33           0.01411  
  40      149.63     0.0000       2.4963       0.0000      18.5185          34           0.00853  
  45      121.71     0.0000       2.2171       0.0000      16.4474          34           0.00645  
  50      100.00     0.0000       2.0000       0.0000      14.8368          33           0.00511  
  55       81.67     0.0000       1.8167       0.0000      13.4771          34           0.00304  
  60       66.42     0.0000       1.6642       0.0000      12.3457          34           0.00167  
  65       53.53     0.0000       1.5353       0.0000      11.3895          34           0.00111  
  70       42.80     0.0000       1.4280       0.0000      10.5932          33           0.00093  
  75       33.20     0.0000       1.3320       0.0000       9.8814          34           0.00087  
  80       24.81     0.0000       1.2481       0.0000       9.2593          34           0.00068  
  85       17.63     0.0000       1.1763       0.0000       8.7260          33           0.00025  
  90       11.04     0.0000       1.1104       0.0000       8.2372          34           0.00006  
  95        5.15     0.0000       1.0515       0.0000       7.8003          34           0.00001  
 100        0.00     0.0000       1.0000       0.0000       7.4184          33           0.00000  


Data Role=VALIDATE Target Variable=Category Target Label=Category

                                                                                           Mean
                               Cumulative        %       Cumulative      Number of      Posterior
Depth       Gain      Lift        Lift       Response    % Response    Observations    Probability

   5     957.604    10.5760      10.5760      80.9524      80.9524          21           0.87336  
  10     632.887     3.9194       7.3289      30.0000      56.0976          20           0.45459  
  15     435.431     1.3065       5.3543      10.0000      40.9836          20           0.13943  
  20     303.226     0.0000       4.0323       0.0000      30.8642          20           0.09132  
  25     245.825     1.2442       3.4583       9.5238      26.4706          21           0.04945  
  30     189.133     0.0000       2.8913       0.0000      22.1311          20           0.02547  
  35     157.610     0.6532       2.5761       5.0000      19.7183          20           0.01314  
  40     133.871     0.6532       2.3387       5.0000      17.9012          20           0.00813  
  45     107.033     0.0000       2.0703       0.0000      15.8470          21           0.00676  
  50      86.636     0.0000       1.8664       0.0000      14.2857          20           0.00558  
  55      69.897     0.0000       1.6990       0.0000      13.0045          20           0.00302  
  60      66.667     1.3065       1.6667      10.0000      12.7572          20           0.00150  
  65      53.409     0.0000       1.5341       0.0000      11.7424          21           0.00104  
  70      42.606     0.0000       1.4261       0.0000      10.9155          20           0.00092  
  75      33.224     0.0000       1.3322       0.0000      10.1974          20           0.00089  
  80      25.000     0.0000       1.2500       0.0000       9.5679          20           0.00079  
  85      17.391     0.0000       1.1739       0.0000       8.9855          21           0.00032  
  90      10.959     0.0000       1.1096       0.0000       8.4932          20           0.00006  
  95       5.195     0.0000       1.0519       0.0000       8.0519          20           0.00001  
 100       0.000     0.0000       1.0000       0.0000       7.6543          20           0.00000  
 
                                                                                                                                                                                                                                                                
 
 
Assessment Score Distribution

Data Role=TRAIN Target Variable=Category Target Label=Category

 Posterior     Number                     Mean
Probability      of      Number of     Posterior
   Range       Events    Nonevents    Probability    Percentage

 0.85-0.90       23           0         0.88163         3.4125 
 0.80-0.85        8           0         0.82611         1.1869 
 0.75-0.80        5           1         0.78132         0.8902 
 0.70-0.75        1           0         0.71063         0.1484 
 0.65-0.70        1           1         0.66975         0.2967 
 0.60-0.65        1           0         0.61363         0.1484 
 0.55-0.60        1           1         0.56002         0.2967 
 0.50-0.55        1           0         0.54072         0.1484 
 0.45-0.50        2           0         0.48623         0.2967 
 0.40-0.45        1           0         0.40377         0.1484 
 0.35-0.40        1           1         0.39303         0.2967 
 0.30-0.35        0           1         0.32209         0.1484 
 0.25-0.30        1           5         0.27265         0.8902 
 0.20-0.25        0           5         0.21427         0.7418 
 0.15-0.20        2          10         0.17400         1.7804 
 0.10-0.15        0          42         0.11752         6.2315 
 0.05-0.10        0          44         0.07229         6.5282 
 0.00-0.05        2         513         0.00556        76.4095 


Data Role=VALIDATE Target Variable=Category Target Label=Category

 Posterior     Number                     Mean
Probability      of      Number of     Posterior
   Range       Events    Nonevents    Probability    Percentage

 0.85-0.90       16           2         0.88149         4.4444 
 0.80-0.85        2           3         0.82045         1.2346 
 0.75-0.80        1           1         0.76697         0.4938 
 0.70-0.75        1           0         0.74008         0.2469 
 0.65-0.70        1           1         0.67179         0.4938 
 0.45-0.50        0           1         0.46101         0.2469 
 0.40-0.45        0           1         0.44244         0.2469 
 0.35-0.40        0           2         0.37772         0.4938 
 0.30-0.35        1           0         0.32331         0.2469 
 0.25-0.30        1           1         0.27721         0.4938 
 0.20-0.25        0           4         0.22937         0.9877 
 0.15-0.20        1           7         0.17704         1.9753 
 0.10-0.15        1          18         0.11975         4.6914 
 0.05-0.10        1          26         0.07478         6.6667 
 0.00-0.05        5         307         0.00543        77.0370 
