 
                                                                                                                                                                                                                                                                
 
 
Fit Statistics

Target=Category Target Label=Category

   Fit
Statistics    Statistics Label                    Train    Validation       Test

 _AIC_        Akaike's Information Criterion    1511.14          .           .  
 _ASE_        Average Squared Error                0.04         0.04        0.04
 _AVERR_      Average Error Function               0.16         0.20        0.19
 _DFE_        Degrees of Freedom for Error      7315.00          .           .  
 _DFM_        Model Degrees of Freedom            99.00          .           .  
 _DFT_        Total Degrees of Freedom          7414.00          .           .  
 _DIV_        Divisor for ASE                   8088.00      4860.00     3288.00
 _ERR_        Error Function                    1313.14       978.22      623.30
 _FPE_        Final Prediction Error               0.04          .           .  
 _MAX_        Maximum Absolute Error               1.00         1.00        1.00
 _MSE_        Mean Square Error                    0.04         0.04        0.04
 _NOBS_       Sum of Frequencies                 674.00       405.00      274.00
 _NW_         Number of Estimate Weights          99.00          .           .  
 _RASE_       Root Average Sum of Squares          0.19         0.20        0.20
 _RFPE_       Root Final Prediction Error          0.20          .           .  
 _RMSE_       Root Mean Squared Error              0.20         0.20        0.20
 _SBC_        Schwarz's Bayesian Criterion      2195.34          .           .  
 _SSE_        Sum of Squared Errors              305.08       199.30      126.69
 _SUMW_       Sum of Case Weights Times Freq    8088.00      4860.00     3288.00
 _MISC_       Misclassification Rate               0.33         0.35        0.33
 
                                                                                                                                                                                                                                                                
 
 
Classification Table

Data Role=TRAIN Target Variable=Category Target Label=Category

                                                      Target        Outcome     Frequency       Total
Target                    Outcome                   Percentage    Percentage      Count      Percentage
BUSINESS-DEVELOPMENT      CONSULTANT                   3.6364        3.3333          2         0.29674 
CONSULTANT                CONSULTANT                  49.0909       47.3684         27         4.00593 
DESIGNER                  CONSULTANT                   1.8182        1.8868          1         0.14837 
DIGITAL-MEDIA             CONSULTANT                   3.6364        4.2553          2         0.29674 
HEALTHCARE                CONSULTANT                   9.0909        8.7719          5         0.74184 
INFORMATION-TECHNOLOGY    CONSULTANT                   7.2727        6.7797          4         0.59347 
OTHER                     CONSULTANT                  18.1818       15.8730         10         1.48368 
SALES                     CONSULTANT                   1.8182        1.7241          1         0.14837 
BUSINESS-DEVELOPMENT      DESIGNER                     5.4545        5.0000          3         0.44510 
CONSULTANT                DESIGNER                     1.8182        1.7544          1         0.14837 
DESIGNER                  DESIGNER                    83.6364       86.7925         46         6.82493 
DIGITAL-MEDIA             DESIGNER                     3.6364        4.2553          2         0.29674 
SALES                     DESIGNER                     5.4545        5.1724          3         0.44510 
BUSINESS-DEVELOPMENT      DIGITAL-MEDIA                2.2222        1.6667          1         0.14837 
CONSULTANT                DIGITAL-MEDIA                6.6667        5.2632          3         0.44510 
DESIGNER                  DIGITAL-MEDIA                2.2222        1.8868          1         0.14837 
DIGITAL-MEDIA             DIGITAL-MEDIA               77.7778       74.4681         35         5.19288 
FITNESS                   DIGITAL-MEDIA                2.2222        1.7241          1         0.14837 
HEALTHCARE                DIGITAL-MEDIA                4.4444        3.5088          2         0.29674 
OTHER                     DIGITAL-MEDIA                2.2222        1.5873          1         0.14837 
SALES                     DIGITAL-MEDIA                2.2222        1.7241          1         0.14837 
ADVOCATE                  FITNESS                      7.8431        7.0175          4         0.59347 
BUSINESS-DEVELOPMENT      FITNESS                      1.9608        1.6667          1         0.14837 
FITNESS                   FITNESS                     84.3137       74.1379         43         6.37982 
HR                        FITNESS                      1.9608        1.8182          1         0.14837 
OTHER                     FITNESS                      1.9608        1.5873          1         0.14837 
SALES                     FITNESS                      1.9608        1.7241          1         0.14837 
ADVOCATE                  HEALTHCARE                  18.9655       19.2982         11         1.63205 
BUSINESS-DEVELOPMENT      HEALTHCARE                   5.1724        5.0000          3         0.44510 
CONSULTANT                HEALTHCARE                  12.0690       12.2807          7         1.03858 
DIGITAL-MEDIA             HEALTHCARE                   1.7241        2.1277          1         0.14837 
HEALTHCARE                HEALTHCARE                  56.8966       57.8947         33         4.89614 
OTHER                     HEALTHCARE                   3.4483        3.1746          2         0.29674 
SALES                     HEALTHCARE                   1.7241        1.7241          1         0.14837 
ADVOCATE                  HR                           6.3492        7.0175          4         0.59347 
BUSINESS-DEVELOPMENT      HR                           1.5873        1.6667          1         0.14837 
FITNESS                   HR                           1.5873        1.7241          1         0.14837 
HEALTHCARE                HR                           3.1746        3.5088          2         0.29674 
HR                        HR                          84.1270       96.3636         53         7.86350 
OTHER                     HR                           1.5873        1.5873          1         0.14837 
SALES                     HR                           1.5873        1.7241          1         0.14837 
ADVOCATE                  INFORMATION-TECHNOLOGY       1.4286        1.7544          1         0.14837 
BUSINESS-DEVELOPMENT      INFORMATION-TECHNOLOGY       1.4286        1.6667          1         0.14837 
CONSULTANT                INFORMATION-TECHNOLOGY      12.8571       15.7895          9         1.33531 
DESIGNER                  INFORMATION-TECHNOLOGY       1.4286        1.8868          1         0.14837 
DIGITAL-MEDIA             INFORMATION-TECHNOLOGY       4.2857        6.3830          3         0.44510 
HEALTHCARE                INFORMATION-TECHNOLOGY       1.4286        1.7544          1         0.14837 
INFORMATION-TECHNOLOGY    INFORMATION-TECHNOLOGY      71.4286       84.7458         50         7.41840 
OTHER                     INFORMATION-TECHNOLOGY       4.2857        4.7619          3         0.44510 
SALES                     INFORMATION-TECHNOLOGY       1.4286        1.7241          1         0.14837 
ADVOCATE                  OTHER                       10.2564        7.0175          4         0.59347 
BUSINESS-DEVELOPMENT      OTHER                        7.6923        5.0000          3         0.44510 
CONSULTANT                OTHER                       10.2564        7.0175          4         0.59347 
DESIGNER                  OTHER                        5.1282        3.7736          2         0.29674 
INFORMATION-TECHNOLOGY    OTHER                        5.1282        3.3898          2         0.29674 
OTHER                     OTHER                       53.8462       33.3333         21         3.11573 
SALES                     OTHER                        7.6923        5.1724          3         0.44510 
ADVOCATE                  SALES                        9.0909       10.5263          6         0.89021 
BUSINESS-DEVELOPMENT      SALES                        6.0606        6.6667          4         0.59347 
CONSULTANT                SALES                        3.0303        3.5088          2         0.29674 
DESIGNER                  SALES                        3.0303        3.7736          2         0.29674 
FITNESS                   SALES                        6.0606        6.8966          4         0.59347 
OTHER                     SALES                       15.1515       15.8730         10         1.48368 
SALES                     SALES                       56.0606       63.7931         37         5.48961 
TEACHER                   SALES                        1.5152        2.0000          1         0.14837 
ADVOCATE                  TEACHER                      3.7037        3.5088          2         0.29674 
HEALTHCARE                TEACHER                      3.7037        3.5088          2         0.29674 
INFORMATION-TECHNOLOGY    TEACHER                      1.8519        1.6949          1         0.14837 
OTHER                     TEACHER                      1.8519        1.5873          1         0.14837 
SALES                     TEACHER                      1.8519        1.7241          1         0.14837 
TEACHER                   TEACHER                     87.0370       94.0000         47         6.97329 


Data Role=VALIDATE Target Variable=Category Target Label=Category

                                                      Target        Outcome     Frequency       Total
Target                    Outcome                   Percentage    Percentage      Count      Percentage

ADVOCATE                  ADVOCATE                    44.1176       42.8571         15         3.70370 
CONSULTANT                ADVOCATE                     2.9412        2.8571          1         0.24691 
FITNESS                   ADVOCATE                     8.8235        8.5714          3         0.74074 
HEALTHCARE                ADVOCATE                     8.8235        9.0909          3         0.74074 
HR                        ADVOCATE                     2.9412        3.1250          1         0.24691 
INFORMATION-TECHNOLOGY    ADVOCATE                     2.9412        2.7778          1         0.24691 
OTHER                     ADVOCATE                    23.5294       21.0526          8         1.97531 
TEACHER                   ADVOCATE                     5.8824        6.4516          2         0.49383 
ADVOCATE                  BUSINESS-DEVELOPMENT         4.4444        5.7143          2         0.49383 
BUSINESS-DEVELOPMENT      BUSINESS-DEVELOPMENT        60.0000       75.0000         27         6.66667 
CONSULTANT                BUSINESS-DEVELOPMENT         6.6667        8.5714          3         0.74074 
DIGITAL-MEDIA             BUSINESS-DEVELOPMENT         2.2222        3.4483          1         0.24691 
HEALTHCARE                BUSINESS-DEVELOPMENT         6.6667        9.0909          3         0.74074 
OTHER                     BUSINESS-DEVELOPMENT         6.6667        7.8947          3         0.74074 
SALES                     BUSINESS-DEVELOPMENT        13.3333       17.6471          6         1.48148 
CONSULTANT                CONSULTANT                  56.0000       40.0000         14         3.45679 
DIGITAL-MEDIA             CONSULTANT                   4.0000        3.4483          1         0.24691 
HEALTHCARE                CONSULTANT                  16.0000       12.1212          4         0.98765 
INFORMATION-TECHNOLOGY    CONSULTANT                   4.0000        2.7778          1         0.24691 
OTHER                     CONSULTANT                  16.0000       10.5263          4         0.98765 
SALES                     CONSULTANT                   4.0000        2.9412          1         0.24691 
BUSINESS-DEVELOPMENT      DESIGNER                     6.0606        5.5556          2         0.49383 
DESIGNER                  DESIGNER                    75.7576       80.6452         25         6.17284 
INFORMATION-TECHNOLOGY    DESIGNER                     6.0606        5.5556          2         0.49383 
SALES                     DESIGNER                     6.0606        5.8824          2         0.49383 
TEACHER                   DESIGNER                     6.0606        6.4516          2         0.49383 
BUSINESS-DEVELOPMENT      DIGITAL-MEDIA                5.8824        5.5556          2         0.49383 
CONSULTANT                DIGITAL-MEDIA               11.7647       11.4286          4         0.98765 
DIGITAL-MEDIA             DIGITAL-MEDIA               70.5882       82.7586         24         5.92593 
FITNESS                   DIGITAL-MEDIA                2.9412        2.8571          1         0.24691 
HR                        DIGITAL-MEDIA                2.9412        3.1250          1         0.24691 
SALES                     DIGITAL-MEDIA                5.8824        5.8824          2         0.49383 
FITNESS                   FITNESS                     83.8710       74.2857         26         6.41975 
HEALTHCARE                FITNESS                      3.2258        3.0303          1         0.24691 
INFORMATION-TECHNOLOGY    FITNESS                      3.2258        2.7778          1         0.24691 
OTHER                     FITNESS                      3.2258        2.6316          1         0.24691 
SALES                     FITNESS                      6.4516        5.8824          2         0.49383 
ADVOCATE                  HEALTHCARE                  28.9474       31.4286         11         2.71605 
BUSINESS-DEVELOPMENT      HEALTHCARE                   2.6316        2.7778          1         0.24691 
CONSULTANT                HEALTHCARE                   5.2632        5.7143          2         0.49383 
DESIGNER                  HEALTHCARE                   2.6316        3.2258          1         0.24691 
DIGITAL-MEDIA             HEALTHCARE                   5.2632        6.8966          2         0.49383 
HEALTHCARE                HEALTHCARE                  44.7368       51.5152         17         4.19753 
OTHER                     HEALTHCARE                   5.2632        5.2632          2         0.49383 
SALES                     HEALTHCARE                   5.2632        5.8824          2         0.49383 
CONSULTANT                HR                           5.5556        5.7143          2         0.49383 
DIGITAL-MEDIA             HR                           2.7778        3.4483          1         0.24691 
FITNESS                   HR                           2.7778        2.8571          1         0.24691 
HEALTHCARE                HR                           8.3333        9.0909          3         0.74074 
HR                        HR                          80.5556       90.6250         29         7.16049 
ADVOCATE                  INFORMATION-TECHNOLOGY       2.3810        2.8571          1         0.24691 
BUSINESS-DEVELOPMENT      INFORMATION-TECHNOLOGY       2.3810        2.7778          1         0.24691 
CONSULTANT                INFORMATION-TECHNOLOGY      11.9048       14.2857          5         1.23457 
DESIGNER                  INFORMATION-TECHNOLOGY       2.3810        3.2258          1         0.24691 
INFORMATION-TECHNOLOGY    INFORMATION-TECHNOLOGY      73.8095       86.1111         31         7.65432 
OTHER                     INFORMATION-TECHNOLOGY       7.1429        7.8947          3         0.74074 
BUSINESS-DEVELOPMENT      OTHER                        4.3478        2.7778          1         0.24691 
CONSULTANT                OTHER                       13.0435        8.5714          3         0.74074 
DESIGNER                  OTHER                        8.6957        6.4516          2         0.49383 
FITNESS                   OTHER                        8.6957        5.7143          2         0.49383 
HEALTHCARE                OTHER                        4.3478        3.0303          1         0.24691 
HR                        OTHER                        4.3478        3.1250          1         0.24691 
OTHER                     OTHER                       52.1739       31.5789         12         2.96296 
TEACHER                   OTHER                        4.3478        3.2258          1         0.24691 
ADVOCATE                  SALES                       13.3333       11.4286          4         0.98765 
BUSINESS-DEVELOPMENT      SALES                        6.6667        5.5556          2         0.49383 
CONSULTANT                SALES                        3.3333        2.8571          1         0.24691 
DESIGNER                  SALES                        6.6667        6.4516          2         0.49383 
FITNESS                   SALES                        6.6667        5.7143          2         0.49383 
OTHER                     SALES                        3.3333        2.6316          1         0.24691 
SALES                     SALES                       60.0000       52.9412         18         4.44444 
ADVOCATE                  TEACHER                      5.8824        5.7143          2         0.49383 
HEALTHCARE                TEACHER                      2.9412        3.0303          1         0.24691 
OTHER                     TEACHER                     11.7647       10.5263          4         0.98765 
SALES                     TEACHER                      2.9412        2.9412          1         0.24691 
TEACHER                   TEACHER                     76.4706       83.8710         26         6.41975 
 
                                                                                                                                                                                                                                                                
 
 
Event Classification Table

Data Role=TRAIN Target=Category Target Label=Category

  False       True        False       True
Negative    Negative    Positive    Positive

    3          617          7          47   


Data Role=VALIDATE Target=Category Target Label=Category

  False       True        False       True
Negative    Negative    Positive    Positive

    5          366          8          26   
 
                                                                                                                                                                                                                                                                
 
 
Assessment Score Rankings

Data Role=TRAIN Target Variable=Category Target Label=Category

                                                                                           Mean
                               Cumulative        %       Cumulative      Number of      Posterior
Depth       Gain      Lift        Lift       Response    % Response    Observations    Probability

   5     1208.35    13.0835      13.0835      97.0588      97.0588          34           0.97686  
  10      871.35     6.3435       9.7135      47.0588      72.0588          34           0.46595  
  15      560.78     0.3965       6.6078       2.9412      49.0196          34           0.01643  
  20      399.26     0.0000       4.9926       0.0000      37.0370          33           0.00548  
  25      298.82     0.0000       3.9882       0.0000      29.5858          34           0.00259  
  30      232.02     0.0000       3.3202       0.0000      24.6305          34           0.00162  
  35      185.59     0.0000       2.8559       0.0000      21.1864          33           0.00097  
  40      149.63     0.0000       2.4963       0.0000      18.5185          34           0.00071  
  45      121.71     0.0000       2.2171       0.0000      16.4474          34           0.00054  
  50      100.00     0.0000       2.0000       0.0000      14.8368          33           0.00040  
  55       81.67     0.0000       1.8167       0.0000      13.4771          34           0.00028  
  60       66.42     0.0000       1.6642       0.0000      12.3457          34           0.00020  
  65       53.53     0.0000       1.5353       0.0000      11.3895          34           0.00014  
  70       42.80     0.0000       1.4280       0.0000      10.5932          33           0.00009  
  75       33.20     0.0000       1.3320       0.0000       9.8814          34           0.00006  
  80       24.81     0.0000       1.2481       0.0000       9.2593          34           0.00004  
  85       17.63     0.0000       1.1763       0.0000       8.7260          33           0.00002  
  90       11.04     0.0000       1.1104       0.0000       8.2372          34           0.00001  
  95        5.15     0.0000       1.0515       0.0000       7.8003          34           0.00000  
 100        0.00     0.0000       1.0000       0.0000       7.4184          33           0.00000  


Data Role=VALIDATE Target Variable=Category Target Label=Category

                                                                                           Mean
                               Cumulative        %       Cumulative      Number of      Posterior
Depth       Gain      Lift        Lift       Response    % Response    Observations    Probability

   5     895.392    9.95392      9.95392      76.1905      76.1905          21           0.98738  
  10     792.211    7.83871      8.92211      60.0000      68.2927          20           0.62766  
  15     542.517    1.30645      6.42517      10.0000      49.1803          20           0.02684  
  20     383.871    0.00000      4.83871       0.0000      37.0370          20           0.00452  
  25     284.250    0.00000      3.84250       0.0000      29.4118          21           0.00212  
  30     231.967    0.65323      3.31967       5.0000      25.4098          20           0.00116  
  35     185.211    0.00000      2.85211       0.0000      21.8310          20           0.00074  
  40     150.000    0.00000      2.50000       0.0000      19.1358          20           0.00051  
  45     121.311    0.00000      2.21311       0.0000      16.9399          21           0.00034  
  50      99.507    0.00000      1.99507       0.0000      15.2709          20           0.00022  
  55      81.614    0.00000      1.81614       0.0000      13.9013          20           0.00016  
  60      66.667    0.00000      1.66667       0.0000      12.7572          20           0.00012  
  65      53.409    0.00000      1.53409       0.0000      11.7424          21           0.00009  
  70      42.606    0.00000      1.42606       0.0000      10.9155          20           0.00006  
  75      33.224    0.00000      1.33224       0.0000      10.1974          20           0.00004  
  80      25.000    0.00000      1.25000       0.0000       9.5679          20           0.00003  
  85      17.391    0.00000      1.17391       0.0000       8.9855          21           0.00001  
  90      10.959    0.00000      1.10959       0.0000       8.4932          20           0.00001  
  95       5.195    0.00000      1.05195       0.0000       8.0519          20           0.00000  
 100       0.000    0.00000      1.00000       0.0000       7.6543          20           0.00000  
 
                                                                                                                                                                                                                                                                
 
 
Assessment Score Distribution

Data Role=TRAIN Target Variable=Category Target Label=Category

 Posterior     Number                     Mean
Probability      of      Number of     Posterior
   Range       Events    Nonevents    Probability    Percentage

 0.95-1.00       28           1         0.98348         4.3027 
 0.90-0.95        8           0         0.93265         1.1869 
 0.85-0.90        3           0         0.86641         0.4451 
 0.80-0.85        0           1         0.82245         0.1484 
 0.75-0.80        2           0         0.77292         0.2967 
 0.70-0.75        1           2         0.73434         0.4451 
 0.65-0.70        1           0         0.67177         0.1484 
 0.55-0.60        1           0         0.57617         0.1484 
 0.50-0.55        1           0         0.54319         0.1484 
 0.40-0.45        1           0         0.41777         0.1484 
 0.35-0.40        0           2         0.37732         0.2967 
 0.30-0.35        1           3         0.32785         0.5935 
 0.20-0.25        1           2         0.20591         0.4451 
 0.15-0.20        1           1         0.16952         0.2967 
 0.10-0.15        0           4         0.12547         0.5935 
 0.05-0.10        0           2         0.06080         0.2967 
 0.00-0.05        1         606         0.00172        90.0593 


Data Role=VALIDATE Target Variable=Category Target Label=Category

 Posterior     Number                     Mean
Probability      of      Number of     Posterior
   Range       Events    Nonevents    Probability    Percentage

 0.95-1.00       19           7         0.98413         6.4198 
 0.90-0.95        3           1         0.93798         0.9877 
 0.75-0.80        1           0         0.79154         0.2469 
 0.65-0.70        1           0         0.68837         0.2469 
 0.60-0.65        1           0         0.64646         0.2469 
 0.55-0.60        1           0         0.55617         0.2469 
 0.25-0.30        0           1         0.25400         0.2469 
 0.20-0.25        0           1         0.24928         0.2469 
 0.15-0.20        2           1         0.18117         0.7407 
 0.10-0.15        0           2         0.10975         0.4938 
 0.05-0.10        0           2         0.08113         0.4938 
 0.00-0.05        3         359         0.00160        89.3827 
