 
                                                                                                                                                                                                                                                                
 
 
Fit Statistics

Target=Category Target Label=Category

   Fit
Statistics    Statistics Label                    Train    Validation       Test

 _AIC_        Akaike's Information Criterion    1721.82          .           .  
 _ASE_        Average Squared Error                0.04         0.05        0.04
 _AVERR_      Average Error Function               0.18         0.22        0.23
 _DFE_        Degrees of Freedom for Error      7293.00          .           .  
 _DFM_        Model Degrees of Freedom           121.00          .           .  
 _DFT_        Total Degrees of Freedom          7414.00          .           .  
 _DIV_        Divisor for ASE                   8088.00      4860.00     3288.00
 _ERR_        Error Function                    1479.82      1092.08      741.50
 _FPE_        Final Prediction Error               0.04          .           .  
 _MAX_        Maximum Absolute Error               1.00         1.00        1.00
 _MSE_        Mean Square Error                    0.04         0.05        0.04
 _NOBS_       Sum of Frequencies                 674.00       405.00      274.00
 _NW_         Number of Estimate Weights         121.00          .           .  
 _RASE_       Root Average Sum of Squares          0.20         0.22        0.21
 _RFPE_       Root Final Prediction Error          0.21          .           .  
 _RMSE_       Root Mean Squared Error              0.20         0.22        0.21
 _SBC_        Schwarz's Bayesian Criterion      2558.06          .           .  
 _SSE_        Sum of Squared Errors              333.99       229.67      147.69
 _SUMW_       Sum of Case Weights Times Freq    8088.00      4860.00     3288.00
 _MISC_       Misclassification Rate               0.36         0.41        0.41
 
                                                                                                                                                                                                                                                                
 
 
Classification Table

Data Role=TRAIN Target Variable=Category Target Label=Category

                                                      Target        Outcome     Frequency       Total
Target                    Outcome                   Percentage    Percentage      Count      Percentage
DESIGNER                  DIGITAL-MEDIA                2.7778        3.2258          1         0.24691 
DIGITAL-MEDIA             DIGITAL-MEDIA               63.8889       79.3103         23         5.67901 
HR                        DIGITAL-MEDIA                5.5556        6.2500          2         0.49383 
INFORMATION-TECHNOLOGY    DIGITAL-MEDIA                5.5556        5.5556          2         0.49383 
SALES                     DIGITAL-MEDIA                5.5556        5.8824          2         0.49383 
BUSINESS-DEVELOPMENT      FITNESS                      6.4516        5.5556          2         0.49383 
FITNESS                   FITNESS                     70.9677       62.8571         22         5.43210 
HEALTHCARE                FITNESS                      3.2258        3.0303          1         0.24691 
INFORMATION-TECHNOLOGY    FITNESS                      3.2258        2.7778          1         0.24691 
OTHER                     FITNESS                      9.6774        7.8947          3         0.74074 
SALES                     FITNESS                      6.4516        5.8824          2         0.49383 
ADVOCATE                  HEALTHCARE                  26.0870       34.2857         12         2.96296 
BUSINESS-DEVELOPMENT      HEALTHCARE                   6.5217        8.3333          3         0.74074 
CONSULTANT                HEALTHCARE                   2.1739        2.8571          1         0.24691 
DESIGNER                  HEALTHCARE                   2.1739        3.2258          1         0.24691 
DIGITAL-MEDIA             HEALTHCARE                   2.1739        3.4483          1         0.24691 
FITNESS                   HEALTHCARE                   6.5217        8.5714          3         0.74074 
HEALTHCARE                HEALTHCARE                  34.7826       48.4848         16         3.95062 
INFORMATION-TECHNOLOGY    HEALTHCARE                   2.1739        2.7778          1         0.24691 
OTHER                     HEALTHCARE                   8.6957       10.5263          4         0.98765 
SALES                     HEALTHCARE                   6.5217        8.8235          3         0.74074 
TEACHER                   HEALTHCARE                   2.1739        3.2258          1         0.24691 
ADVOCATE                  HR                           2.9412        2.8571          1         0.24691 
CONSULTANT                HR                           5.8824        5.7143          2         0.49383 
FITNESS                   HR                           2.9412        2.8571          1         0.24691 
HEALTHCARE                HR                           5.8824        6.0606          2         0.49383 
HR                        HR                          79.4118       84.3750         27         6.66667 
INFORMATION-TECHNOLOGY    HR                           2.9412        2.7778          1         0.24691 
ADVOCATE                  INFORMATION-TECHNOLOGY       2.6316        2.8571          1         0.24691 
CONSULTANT                INFORMATION-TECHNOLOGY      15.7895       17.1429          6         1.48148 
DIGITAL-MEDIA             INFORMATION-TECHNOLOGY       2.6316        3.4483          1         0.24691 
HR                        INFORMATION-TECHNOLOGY       2.6316        3.1250          1         0.24691 
INFORMATION-TECHNOLOGY    INFORMATION-TECHNOLOGY      68.4211       72.2222         26         6.41975 
OTHER                     INFORMATION-TECHNOLOGY       7.8947        7.8947          3         0.74074 
ADVOCATE                  OTHER                        3.0303        2.8571          1         0.24691 
BUSINESS-DEVELOPMENT      OTHER                        3.0303        2.7778          1         0.24691 
CONSULTANT                OTHER                       24.2424       22.8571          8         1.97531 
DESIGNER                  OTHER                        3.0303        3.2258          1         0.24691 
DIGITAL-MEDIA             OTHER                        3.0303        3.4483          1         0.24691 
FITNESS                   OTHER                        6.0606        5.7143          2         0.49383 
HEALTHCARE                OTHER                       12.1212       12.1212          4         0.98765 
INFORMATION-TECHNOLOGY    OTHER                        9.0909        8.3333          3         0.74074 
OTHER                     OTHER                       36.3636       31.5789         12         2.96296 
ADVOCATE                  SALES                        8.1081        8.5714          3         0.74074 
BUSINESS-DEVELOPMENT      SALES                        2.7027        2.7778          1         0.24691 
CONSULTANT                SALES                        2.7027        2.8571          1         0.24691 
DESIGNER                  SALES                        8.1081        9.6774          3         0.74074 
FITNESS                   SALES                        8.1081        8.5714          3         0.74074 
HR                        SALES                        5.4054        6.2500          2         0.49383 
INFORMATION-TECHNOLOGY    SALES                        2.7027        2.7778          1         0.24691 
OTHER                     SALES                        8.1081        7.8947          3         0.74074 
SALES                     SALES                       51.3514       55.8824         19         4.69136 
TEACHER                   SALES                        2.7027        3.2258          1         0.24691 
ADVOCATE                  TEACHER                      8.5714        8.5714          3         0.74074 
FITNESS                   TEACHER                      2.8571        2.8571          1         0.24691 
HEALTHCARE                TEACHER                      2.8571        3.0303          1         0.24691 
OTHER                     TEACHER                     11.4286       10.5263          4         0.98765 
SALES                     TEACHER                      2.8571        2.9412          1         0.24691 
TEACHER                   TEACHER                     71.4286       80.6452         25         6.17284 
 
                                                                                                                                                                                                                                                                
 
 
Event Classification Table

Data Role=TRAIN Target=Category Target Label=Category

  False       True        False       True
Negative    Negative    Positive    Positive

    3          615          9          47   


Data Role=VALIDATE Target=Category Target Label=Category

  False       True        False       True
Negative    Negative    Positive    Positive

    6          364         10          25   
 
                                                                                                                                                                                                                                                                
 
 
Assessment Score Rankings

Data Role=TRAIN Target Variable=Category Target Label=Category

                                                                                           Mean
                               Cumulative        %       Cumulative      Number of      Posterior
Depth       Gain      Lift        Lift       Response    % Response    Observations    Probability

   5     1208.35    13.0835      13.0835      97.0588      97.0588          34           0.95867  
  10      871.35     6.3435       9.7135      47.0588      72.0588          34           0.44053  
  15      560.78     0.3965       6.6078       2.9412      49.0196          34           0.04276  
  20      399.26     0.0000       4.9926       0.0000      37.0370          33           0.01027  
  25      298.82     0.0000       3.9882       0.0000      29.5858          34           0.00594  
  30      232.02     0.0000       3.3202       0.0000      24.6305          34           0.00353  
  35      185.59     0.0000       2.8559       0.0000      21.1864          33           0.00232  
  40      149.63     0.0000       2.4963       0.0000      18.5185          34           0.00144  
  45      121.71     0.0000       2.2171       0.0000      16.4474          34           0.00092  
  50      100.00     0.0000       2.0000       0.0000      14.8368          33           0.00066  
  55       81.67     0.0000       1.8167       0.0000      13.4771          34           0.00047  
  60       66.42     0.0000       1.6642       0.0000      12.3457          34           0.00034  
  65       53.53     0.0000       1.5353       0.0000      11.3895          34           0.00025  
  70       42.80     0.0000       1.4280       0.0000      10.5932          33           0.00019  
  75       33.20     0.0000       1.3320       0.0000       9.8814          34           0.00014  
  80       24.81     0.0000       1.2481       0.0000       9.2593          34           0.00010  
  85       17.63     0.0000       1.1763       0.0000       8.7260          33           0.00007  
  90       11.04     0.0000       1.1104       0.0000       8.2372          34           0.00003  
  95        5.15     0.0000       1.0515       0.0000       7.8003          34           0.00001  
 100        0.00     0.0000       1.0000       0.0000       7.4184          33           0.00000  


Data Role=VALIDATE Target Variable=Category Target Label=Category

                                                                                           Mean
                               Cumulative        %       Cumulative      Number of      Posterior
Depth       Gain      Lift        Lift       Response    % Response    Observations    Probability

   5     957.604    10.5760      10.5760      80.9524      80.9524          21           0.96749  
  10     760.346     6.5323       8.6035      50.0000      65.8537          20           0.55944  
  15     521.100     1.3065       6.2110      10.0000      47.5410          20           0.05845  
  20     367.742     0.0000       4.6774       0.0000      35.8025          20           0.01683  
  25     271.442     0.0000       3.7144       0.0000      28.4314          21           0.00770  
  30     221.259     0.6532       3.2126       5.0000      24.5902          20           0.00457  
  35     176.011     0.0000       2.7601       0.0000      21.1268          20           0.00233  
  40     141.935     0.0000       2.4194       0.0000      18.5185          20           0.00171  
  45     121.311     0.6221       2.2131       4.7619      16.9399          21           0.00100  
  50      99.507     0.0000       1.9951       0.0000      15.2709          20           0.00066  
  55      81.614     0.0000       1.8161       0.0000      13.9013          20           0.00049  
  60      66.667     0.0000       1.6667       0.0000      12.7572          20           0.00037  
  65      53.409     0.0000       1.5341       0.0000      11.7424          21           0.00025  
  70      42.606     0.0000       1.4261       0.0000      10.9155          20           0.00020  
  75      33.224     0.0000       1.3322       0.0000      10.1974          20           0.00015  
  80      25.000     0.0000       1.2500       0.0000       9.5679          20           0.00011  
  85      17.391     0.0000       1.1739       0.0000       8.9855          21           0.00006  
  90      10.959     0.0000       1.1096       0.0000       8.4932          20           0.00003  
  95       5.195     0.0000       1.0519       0.0000       8.0519          20           0.00002  
 100       0.000     0.0000       1.0000       0.0000       7.6543          20           0.00000  
 
                                                                                                                                                                                                                                                                
 
 
Assessment Score Distribution

Data Role=TRAIN Target Variable=Category Target Label=Category

 Posterior     Number                     Mean
Probability      of      Number of     Posterior
   Range       Events    Nonevents    Probability    Percentage

 0.95-1.00       28           0         0.97826         4.1543 
 0.90-0.95        2           1         0.92939         0.4451 
 0.85-0.90        1           0         0.87171         0.1484 
 0.75-0.80        2           0         0.77194         0.2967 
 0.70-0.75        2           1         0.73037         0.4451 
 0.65-0.70        1           3         0.67147         0.5935 
 0.60-0.65        2           1         0.62406         0.4451 
 0.55-0.60        1           1         0.57731         0.2967 
 0.50-0.55        1           0         0.52209         0.1484 
 0.45-0.50        4           0         0.47314         0.5935 
 0.40-0.45        1           3         0.42618         0.5935 
 0.35-0.40        0           1         0.36933         0.1484 
 0.30-0.35        1           1         0.32565         0.2967 
 0.25-0.30        2           0         0.29255         0.2967 
 0.20-0.25        1           1         0.24764         0.2967 
 0.15-0.20        0           1         0.19862         0.1484 
 0.10-0.15        0           6         0.12719         0.8902 
 0.05-0.10        0          11         0.06749         1.6320 
 0.00-0.05        1         593         0.00252        88.1306 


Data Role=VALIDATE Target Variable=Category Target Label=Category

 Posterior     Number                     Mean
Probability      of      Number of     Posterior
   Range       Events    Nonevents    Probability    Percentage

 0.95-1.00       13           3         0.98008         3.9506 
 0.90-0.95        5           1         0.92485         1.4815 
 0.85-0.90        0           1         0.88321         0.2469 
 0.80-0.85        3           1         0.81490         0.9877 
 0.75-0.80        0           1         0.79513         0.2469 
 0.70-0.75        2           0         0.73139         0.4938 
 0.60-0.65        1           0         0.63040         0.2469 
 0.50-0.55        0           2         0.53868         0.4938 
 0.45-0.50        1           1         0.48673         0.4938 
 0.25-0.30        0           1         0.29867         0.2469 
 0.20-0.25        1           0         0.23699         0.2469 
 0.15-0.20        1           4         0.16204         1.2346 
 0.10-0.15        0           3         0.10701         0.7407 
 0.05-0.10        1           6         0.05895         1.7284 
 0.00-0.05        3         350         0.00289        87.1605 
