 
                                                                                                                                                                                                                                                                
 
 
Fit Statistics

Target=Category Target Label=Category

   Fit
Statistics    Statistics Label                    Train    Validation       Test

 _AIC_        Akaike's Information Criterion    1460.47          .           .  
 _ASE_        Average Squared Error                0.04         0.04        0.04
 _AVERR_      Average Error Function               0.15         0.21        0.19
 _DFE_        Degrees of Freedom for Error      7304.00          .           .  
 _DFM_        Model Degrees of Freedom           110.00          .           .  
 _DFT_        Total Degrees of Freedom          7414.00          .           .  
 _DIV_        Divisor for ASE                   8088.00      4860.00     3288.00
 _ERR_        Error Function                    1240.47      1020.95      627.54
 _FPE_        Final Prediction Error               0.04          .           .  
 _MAX_        Maximum Absolute Error               1.00         1.00        1.00
 _MSE_        Mean Square Error                    0.04         0.04        0.04
 _NOBS_       Sum of Frequencies                 674.00       405.00      274.00
 _NW_         Number of Estimate Weights         110.00          .           .  
 _RASE_       Root Average Sum of Squares          0.19         0.20        0.20
 _RFPE_       Root Final Prediction Error          0.19          .           .  
 _RMSE_       Root Mean Squared Error              0.19         0.20        0.20
 _SBC_        Schwarz's Bayesian Criterion      2220.69          .           .  
 _SSE_        Sum of Squared Errors              292.04       193.79      126.05
 _SUMW_       Sum of Case Weights Times Freq    8088.00      4860.00     3288.00
 _MISC_       Misclassification Rate               0.33         0.33        0.32
 
                                                                                                                                                                                                                                                                
 
 
Classification Table

Data Role=TRAIN Target Variable=Category Target Label=Category

                                                      Target        Outcome     Frequency       Total
Target                    Outcome                   Percentage    Percentage      Count      Percentage
FITNESS                   TEACHER                      1.7857        1.7241          1         0.14837 
HEALTHCARE                TEACHER                      3.5714        3.5088          2         0.29674 
INFORMATION-TECHNOLOGY    TEACHER                      1.7857        1.6949          1         0.14837 
OTHER                     TEACHER                      1.7857        1.5873          1         0.14837 
SALES                     TEACHER                      1.7857        1.7241          1         0.14837 
TEACHER                   TEACHER                     85.7143       96.0000         48         7.12166 


Data Role=VALIDATE Target Variable=Category Target Label=Category

                                                      Target        Outcome     Frequency       Total
Target                    Outcome                   Percentage    Percentage      Count      Percentage

ADVOCATE                  ADVOCATE                    51.7241       42.8571         15         3.70370 
CONSULTANT                ADVOCATE                     3.4483        2.8571          1         0.24691 
FITNESS                   ADVOCATE                    10.3448        8.5714          3         0.74074 
HEALTHCARE                ADVOCATE                    10.3448        9.0909          3         0.74074 
INFORMATION-TECHNOLOGY    ADVOCATE                     3.4483        2.7778          1         0.24691 
OTHER                     ADVOCATE                    17.2414       13.1579          5         1.23457 
TEACHER                   ADVOCATE                     3.4483        3.2258          1         0.24691 
ADVOCATE                  BUSINESS-DEVELOPMENT         4.7619        5.7143          2         0.49383 
BUSINESS-DEVELOPMENT      BUSINESS-DEVELOPMENT        61.9048       72.2222         26         6.41975 
CONSULTANT                BUSINESS-DEVELOPMENT         4.7619        5.7143          2         0.49383 
DIGITAL-MEDIA             BUSINESS-DEVELOPMENT         2.3810        3.4483          1         0.24691 
HEALTHCARE                BUSINESS-DEVELOPMENT         9.5238       12.1212          4         0.98765 
OTHER                     BUSINESS-DEVELOPMENT         4.7619        5.2632          2         0.49383 
SALES                     BUSINESS-DEVELOPMENT        11.9048       14.7059          5         1.23457 
BUSINESS-DEVELOPMENT      CONSULTANT                   3.8462        2.7778          1         0.24691 
CONSULTANT                CONSULTANT                  61.5385       45.7143         16         3.95062 
DIGITAL-MEDIA             CONSULTANT                   3.8462        3.4483          1         0.24691 
HEALTHCARE                CONSULTANT                  11.5385        9.0909          3         0.74074 
INFORMATION-TECHNOLOGY    CONSULTANT                   7.6923        5.5556          2         0.49383 
OTHER                     CONSULTANT                  11.5385        7.8947          3         0.74074 
BUSINESS-DEVELOPMENT      DESIGNER                     3.1250        2.7778          1         0.24691 
DESIGNER                  DESIGNER                    81.2500       83.8710         26         6.41975 
INFORMATION-TECHNOLOGY    DESIGNER                     6.2500        5.5556          2         0.49383 
SALES                     DESIGNER                     3.1250        2.9412          1         0.24691 
TEACHER                   DESIGNER                     6.2500        6.4516          2         0.49383 
BUSINESS-DEVELOPMENT      DIGITAL-MEDIA                5.7143        5.5556          2         0.49383 
CONSULTANT                DIGITAL-MEDIA               11.4286       11.4286          4         0.98765 
DIGITAL-MEDIA             DIGITAL-MEDIA               68.5714       82.7586         24         5.92593 
FITNESS                   DIGITAL-MEDIA                2.8571        2.8571          1         0.24691 
HR                        DIGITAL-MEDIA                2.8571        3.1250          1         0.24691 
SALES                     DIGITAL-MEDIA                8.5714        8.8235          3         0.74074 
FITNESS                   FITNESS                     79.4118       77.1429         27         6.66667 
HEALTHCARE                FITNESS                      2.9412        3.0303          1         0.24691 
INFORMATION-TECHNOLOGY    FITNESS                      2.9412        2.7778          1         0.24691 
OTHER                     FITNESS                      2.9412        2.6316          1         0.24691 
SALES                     FITNESS                     11.7647       11.7647          4         0.98765 
ADVOCATE                  HEALTHCARE                  26.3158       28.5714         10         2.46914 
BUSINESS-DEVELOPMENT      HEALTHCARE                   2.6316        2.7778          1         0.24691 
CONSULTANT                HEALTHCARE                   2.6316        2.8571          1         0.24691 
DESIGNER                  HEALTHCARE                   2.6316        3.2258          1         0.24691 
DIGITAL-MEDIA             HEALTHCARE                   5.2632        6.8966          2         0.49383 
HEALTHCARE                HEALTHCARE                  47.3684       54.5455         18         4.44444 
OTHER                     HEALTHCARE                   7.8947        7.8947          3         0.74074 
SALES                     HEALTHCARE                   5.2632        5.8824          2         0.49383 
CONSULTANT                HR                           5.5556        5.7143          2         0.49383 
DIGITAL-MEDIA             HR                           2.7778        3.4483          1         0.24691 
FITNESS                   HR                           2.7778        2.8571          1         0.24691 
HEALTHCARE                HR                           5.5556        6.0606          2         0.49383 
HR                        HR                          83.3333       93.7500         30         7.40741 
ADVOCATE                  INFORMATION-TECHNOLOGY       2.3810        2.8571          1         0.24691 
BUSINESS-DEVELOPMENT      INFORMATION-TECHNOLOGY       2.3810        2.7778          1         0.24691 
CONSULTANT                INFORMATION-TECHNOLOGY      11.9048       14.2857          5         1.23457 
DESIGNER                  INFORMATION-TECHNOLOGY       2.3810        3.2258          1         0.24691 
INFORMATION-TECHNOLOGY    INFORMATION-TECHNOLOGY      71.4286       83.3333         30         7.40741 
OTHER                     INFORMATION-TECHNOLOGY       9.5238       10.5263          4         0.98765 
ADVOCATE                  OTHER                        4.1667        2.8571          1         0.24691 
BUSINESS-DEVELOPMENT      OTHER                        4.1667        2.7778          1         0.24691 
CONSULTANT                OTHER                       16.6667       11.4286          4         0.98765 
DESIGNER                  OTHER                        4.1667        3.2258          1         0.24691 
FITNESS                   OTHER                        4.1667        2.8571          1         0.24691 
HEALTHCARE                OTHER                        4.1667        3.0303          1         0.24691 
OTHER                     OTHER                       58.3333       36.8421         14         3.45679 
TEACHER                   OTHER                        4.1667        3.2258          1         0.24691 
ADVOCATE                  SALES                       12.5000       11.4286          4         0.98765 
BUSINESS-DEVELOPMENT      SALES                        9.3750        8.3333          3         0.74074 
DESIGNER                  SALES                        6.2500        6.4516          2         0.49383 
FITNESS                   SALES                        6.2500        5.7143          2         0.49383 
HR                        SALES                        3.1250        3.1250          1         0.24691 
OTHER                     SALES                        6.2500        5.2632          2         0.49383 
SALES                     SALES                       56.2500       52.9412         18         4.44444 
ADVOCATE                  TEACHER                      5.7143        5.7143          2         0.49383 
HEALTHCARE                TEACHER                      2.8571        3.0303          1         0.24691 
OTHER                     TEACHER                     11.4286       10.5263          4         0.98765 
SALES                     TEACHER                      2.8571        2.9412          1         0.24691 
TEACHER                   TEACHER                     77.1429       87.0968         27         6.66667 
 
                                                                                                                                                                                                                                                                
 
 
Event Classification Table

Data Role=TRAIN Target=Category Target Label=Category

  False       True        False       True
Negative    Negative    Positive    Positive

    2          616          8          48   


Data Role=VALIDATE Target=Category Target Label=Category

  False       True        False       True
Negative    Negative    Positive    Positive

    4          366          8          27   
 
                                                                                                                                                                                                                                                                
 
 
Assessment Score Rankings

Data Role=TRAIN Target Variable=Category Target Label=Category

                                                                                           Mean
                               Cumulative        %       Cumulative      Number of      Posterior
Depth       Gain      Lift        Lift       Response    % Response    Observations    Probability

   5     1248.00    13.4800      13.4800      100.000      100.000          34           0.98954  
  10      891.18     6.3435       9.9118       47.059       73.529          34           0.46461  
  15      560.78     0.0000       6.6078        0.000       49.020          34           0.01321  
  20      399.26     0.0000       4.9926        0.000       37.037          33           0.00247  
  25      298.82     0.0000       3.9882        0.000       29.586          34           0.00082  
  30      232.02     0.0000       3.3202        0.000       24.631          34           0.00047  
  35      185.59     0.0000       2.8559        0.000       21.186          33           0.00026  
  40      149.63     0.0000       2.4963        0.000       18.519          34           0.00016  
  45      121.71     0.0000       2.2171        0.000       16.447          34           0.00010  
  50      100.00     0.0000       2.0000        0.000       14.837          33           0.00007  
  55       81.67     0.0000       1.8167        0.000       13.477          34           0.00004  
  60       66.42     0.0000       1.6642        0.000       12.346          34           0.00002  
  65       53.53     0.0000       1.5353        0.000       11.390          34           0.00001  
  70       42.80     0.0000       1.4280        0.000       10.593          33           0.00001  
  75       33.20     0.0000       1.3320        0.000        9.881          34           0.00000  
  80       24.81     0.0000       1.2481        0.000        9.259          34           0.00000  
  85       17.63     0.0000       1.1763        0.000        8.726          33           0.00000  
  90       11.04     0.0000       1.1104        0.000        8.237          34           0.00000  
  95        5.15     0.0000       1.0515        0.000        7.800          34           0.00000  
 100        0.00     0.0000       1.0000        0.000        7.418          33           0.00000  


Data Role=VALIDATE Target Variable=Category Target Label=Category

                                                                                           Mean
                               Cumulative        %       Cumulative      Number of      Posterior
Depth       Gain      Lift        Lift       Response    % Response    Observations    Probability

   5     895.392    9.95392      9.95392      76.1905      76.1905          21           0.99848  
  10     792.211    7.83871      8.92211      60.0000      68.2927          20           0.67355  
  15     521.100    0.65323      6.21100       5.0000      47.5410          20           0.01763  
  20     383.871    0.65323      4.83871       5.0000      37.0370          20           0.00128  
  25     284.250    0.00000      3.84250       0.0000      29.4118          21           0.00048  
  30     221.259    0.00000      3.21259       0.0000      24.5902          20           0.00028  
  35     176.011    0.00000      2.76011       0.0000      21.1268          20           0.00016  
  40     141.935    0.00000      2.41935       0.0000      18.5185          20           0.00008  
  45     114.172    0.00000      2.14172       0.0000      16.3934          21           0.00005  
  50      93.072    0.00000      1.93072       0.0000      14.7783          20           0.00003  
  55      75.756    0.00000      1.75756       0.0000      13.4529          20           0.00002  
  60      61.290    0.00000      1.61290       0.0000      12.3457          20           0.00001  
  65      48.460    0.00000      1.48460       0.0000      11.3636          21           0.00001  
  70      38.005    0.00000      1.38005       0.0000      10.5634          20           0.00000  
  75      33.224    0.65323      1.33224       5.0000      10.1974          20           0.00000  
  80      25.000    0.00000      1.25000       0.0000       9.5679          20           0.00000  
  85      17.391    0.00000      1.17391       0.0000       8.9855          21           0.00000  
  90      10.959    0.00000      1.10959       0.0000       8.4932          20           0.00000  
  95       5.195    0.00000      1.05195       0.0000       8.0519          20           0.00000  
 100       0.000    0.00000      1.00000       0.0000       7.6543          20           0.00000  
 
                                                                                                                                                                                                                                                                
 
 
Assessment Score Distribution

Data Role=TRAIN Target Variable=Category Target Label=Category

 Posterior     Number                     Mean
Probability      of      Number of     Posterior
   Range       Events    Nonevents    Probability    Percentage

 0.95-1.00       34           0         0.98954         5.0445 
 0.90-0.95        3           0         0.93247         0.4451 
 0.85-0.90        2           2         0.86613         0.5935 
 0.75-0.80        1           1         0.76303         0.2967 
 0.70-0.75        1           0         0.73135         0.1484 
 0.65-0.70        3           0         0.68497         0.4451 
 0.55-0.60        0           1         0.58730         0.1484 
 0.50-0.55        1           0         0.53809         0.1484 
 0.45-0.50        0           1         0.46864         0.1484 
 0.40-0.45        3           1         0.42839         0.5935 
 0.35-0.40        0           1         0.35923         0.1484 
 0.25-0.30        0           1         0.28923         0.1484 
 0.20-0.25        0           1         0.22130         0.1484 
 0.15-0.20        0           1         0.17514         0.1484 
 0.10-0.15        1           4         0.11750         0.7418 
 0.05-0.10        1           2         0.06402         0.4451 
 0.00-0.05        0         608         0.00113        90.2077 


Data Role=VALIDATE Target Variable=Category Target Label=Category

 Posterior     Number                     Mean
Probability      of      Number of     Posterior
   Range       Events    Nonevents    Probability    Percentage

 0.95-1.00       22           8         0.99698         7.4074 
 0.90-0.95        1           0         0.94644         0.2469 
 0.80-0.85        1           0         0.81298         0.2469 
 0.75-0.80        1           0         0.79547         0.2469 
 0.55-0.60        1           0         0.57501         0.2469 
 0.50-0.55        1           0         0.54731         0.2469 
 0.20-0.25        0           1         0.22545         0.2469 
 0.15-0.20        1           1         0.16096         0.4938 
 0.10-0.15        0           2         0.11247         0.4938 
 0.05-0.10        0           1         0.08038         0.2469 
 0.00-0.05        3         361         0.00110        89.8765 
