 
                                                                                                                                                                                                                                                                
 
 
Fit Statistics

Target=Category Target Label=Category

   Fit
Statistics    Statistics Label                     Train    Validation       Test

 _DFT_        Total Degrees of Freedom           7414.00          .           .  
 _DFE_        Degrees of Freedom for Error       7268.00          .           .  
 _DFM_        Model Degrees of Freedom            146.00          .           .  
 _NW_         Number of Estimated Weights         146.00          .           .  
 _AIC_        Akaike's Information Criterion     1739.22          .           .  
 _SBC_        Schwarz's Bayesian Criterion       2748.24          .           .  
 _ASE_        Average Squared Error                 0.04         0.04        0.04
 _MAX_        Maximum Absolute Error                1.00         1.00        1.00
 _DIV_        Divisor for ASE                    8088.00      4860.00     3288.00
 _NOBS_       Sum of Frequencies                  674.00       405.00      274.00
 _RASE_       Root Average Squared Error            0.20         0.21        0.21
 _SSE_        Sum of Squared Errors               315.43       218.45      140.61
 _SUMW_       Sum of Case Weights Times Freq     8088.00      4860.00     3288.00
 _FPE_        Final Prediction Error                0.04          .           .  
 _MSE_        Mean Squared Error                    0.04         0.04        0.04
 _RFPE_       Root Final Prediction Error           0.20          .           .  
 _RMSE_       Root Mean Squared Error               0.20         0.21        0.21
 _AVERR_      Average Error Function                0.18         0.22        0.23
 _ERR_        Error Function                     1447.22      1077.32      749.38
 _MISC_       Misclassification Rate                0.33         0.40        0.36
 _WRONG_      Number of Wrong Classifications     223.00       164.00       99.00
 
                                                                                                                                                                                                                                                                
 
 
Classification Table

Data Role=TRAIN Target Variable=Category Target Label=Category

                                                      Target        Outcome     Frequency       Total
Target                    Outcome                   Percentage    Percentage      Count      Percentage
OTHER                     HEALTHCARE                   1.5152        1.5873          1         0.14837 
SALES                     HEALTHCARE                   3.0303        3.4483          2         0.29674 
TEACHER                   HEALTHCARE                   1.5152        2.0000          1         0.14837 
ADVOCATE                  HR                           9.2308       10.5263          6         0.89021 
FITNESS                   HR                           1.5385        1.7241          1         0.14837 
HEALTHCARE                HR                           3.0769        3.5088          2         0.29674 
HR                        HR                          80.0000       94.5455         52         7.71513 
INFORMATION-TECHNOLOGY    HR                           1.5385        1.6949          1         0.14837 
OTHER                     HR                           4.6154        4.7619          3         0.44510 
ADVOCATE                  INFORMATION-TECHNOLOGY       1.4286        1.7544          1         0.14837 
CONSULTANT                INFORMATION-TECHNOLOGY       8.5714       10.5263          6         0.89021 
DIGITAL-MEDIA             INFORMATION-TECHNOLOGY       5.7143        8.5106          4         0.59347 
INFORMATION-TECHNOLOGY    INFORMATION-TECHNOLOGY      75.7143       89.8305         53         7.86350 
OTHER                     INFORMATION-TECHNOLOGY       8.5714        9.5238          6         0.89021 
ADVOCATE                  OTHER                       11.5385       10.5263          6         0.89021 
BUSINESS-DEVELOPMENT      OTHER                       11.5385       10.0000          6         0.89021 
CONSULTANT                OTHER                        9.6154        8.7719          5         0.74184 
FITNESS                   OTHER                        3.8462        3.4483          2         0.29674 
HR                        OTHER                        3.8462        3.6364          2         0.29674 
INFORMATION-TECHNOLOGY    OTHER                        5.7692        5.0847          3         0.44510 
OTHER                     OTHER                       51.9231       42.8571         27         4.00593 
SALES                     OTHER                        1.9231        1.7241          1         0.14837 
ADVOCATE                  SALES                        7.5758        8.7719          5         0.74184 
BUSINESS-DEVELOPMENT      SALES                        4.5455        5.0000          3         0.44510 
CONSULTANT                SALES                        4.5455        5.2632          3         0.44510 
FITNESS                   SALES                        3.0303        3.4483          2         0.29674 
HEALTHCARE                SALES                        6.0606        7.0175          4         0.59347 
HR                        SALES                        1.5152        1.8182          1         0.14837 
OTHER                     SALES                       13.6364       14.2857          9         1.33531 
SALES                     SALES                       56.0606       63.7931         37         5.48961 
TEACHER                   SALES                        3.0303        4.0000          2         0.29674 
ADVOCATE                  TEACHER                      8.1967        8.7719          5         0.74184 
BUSINESS-DEVELOPMENT      TEACHER                      3.2787        3.3333          2         0.29674 
DIGITAL-MEDIA             TEACHER                      1.6393        2.1277          1         0.14837 
FITNESS                   TEACHER                      3.2787        3.4483          2         0.29674 
HEALTHCARE                TEACHER                      1.6393        1.7544          1         0.14837 
SALES                     TEACHER                      4.9180        5.1724          3         0.44510 
TEACHER                   TEACHER                     77.0492       94.0000         47         6.97329 


Data Role=VALIDATE Target Variable=Category Target Label=Category

                                                      Target        Outcome     Frequency       Total
Target                    Outcome                   Percentage    Percentage      Count      Percentage

ADVOCATE                  ADVOCATE                    30.7692       11.4286          4         0.98765 
CONSULTANT                ADVOCATE                    15.3846        5.7143          2         0.49383 
FITNESS                   ADVOCATE                     7.6923        2.8571          1         0.24691 
HEALTHCARE                ADVOCATE                    15.3846        6.0606          2         0.49383 
OTHER                     ADVOCATE                    30.7692       10.5263          4         0.98765 
ADVOCATE                  BUSINESS-DEVELOPMENT         7.6923        8.5714          3         0.74074 
BUSINESS-DEVELOPMENT      BUSINESS-DEVELOPMENT        56.4103       61.1111         22         5.43210 
CONSULTANT                BUSINESS-DEVELOPMENT         7.6923        8.5714          3         0.74074 
DIGITAL-MEDIA             BUSINESS-DEVELOPMENT         5.1282        6.8966          2         0.49383 
FITNESS                   BUSINESS-DEVELOPMENT         5.1282        5.7143          2         0.49383 
INFORMATION-TECHNOLOGY    BUSINESS-DEVELOPMENT         2.5641        2.7778          1         0.24691 
OTHER                     BUSINESS-DEVELOPMENT         2.5641        2.6316          1         0.24691 
SALES                     BUSINESS-DEVELOPMENT        10.2564       11.7647          4         0.98765 
TEACHER                   BUSINESS-DEVELOPMENT         2.5641        3.2258          1         0.24691 
ADVOCATE                  CONSULTANT                  11.7647        5.7143          2         0.49383 
CONSULTANT                CONSULTANT                  29.4118       14.2857          5         1.23457 
DESIGNER                  CONSULTANT                  11.7647        6.4516          2         0.49383 
DIGITAL-MEDIA             CONSULTANT                   5.8824        3.4483          1         0.24691 
HEALTHCARE                CONSULTANT                  11.7647        6.0606          2         0.49383 
INFORMATION-TECHNOLOGY    CONSULTANT                  11.7647        5.5556          2         0.49383 
OTHER                     CONSULTANT                  11.7647        5.2632          2         0.49383 
SALES                     CONSULTANT                   5.8824        2.9412          1         0.24691 
CONSULTANT                DESIGNER                     6.2500        5.7143          2         0.49383 
DESIGNER                  DESIGNER                    78.1250       80.6452         25         6.17284 
HEALTHCARE                DESIGNER                     3.1250        3.0303          1         0.24691 
HR                        DESIGNER                     3.1250        3.1250          1         0.24691 
INFORMATION-TECHNOLOGY    DESIGNER                     3.1250        2.7778          1         0.24691 
SALES                     DESIGNER                     3.1250        2.9412          1         0.24691 
TEACHER                   DESIGNER                     3.1250        3.2258          1         0.24691 
BUSINESS-DEVELOPMENT      DIGITAL-MEDIA               11.4286       11.1111          4         0.98765 
CONSULTANT                DIGITAL-MEDIA               14.2857       14.2857          5         1.23457 
DIGITAL-MEDIA             DIGITAL-MEDIA               65.7143       79.3103         23         5.67901 
INFORMATION-TECHNOLOGY    DIGITAL-MEDIA                2.8571        2.7778          1         0.24691 
SALES                     DIGITAL-MEDIA                5.7143        5.8824          2         0.49383 
BUSINESS-DEVELOPMENT      FITNESS                      8.8235        8.3333          3         0.74074 
FITNESS                   FITNESS                     73.5294       71.4286         25         6.17284 
HEALTHCARE                FITNESS                      2.9412        3.0303          1         0.24691 
OTHER                     FITNESS                      2.9412        2.6316          1         0.24691 
SALES                     FITNESS                     11.7647       11.7647          4         0.98765 
ADVOCATE                  HEALTHCARE                  20.5128       22.8571          8         1.97531 
CONSULTANT                HEALTHCARE                   7.6923        8.5714          3         0.74074 
DESIGNER                  HEALTHCARE                   7.6923        9.6774          3         0.74074 
DIGITAL-MEDIA             HEALTHCARE                   2.5641        3.4483          1         0.24691 
HEALTHCARE                HEALTHCARE                  53.8462       63.6364         21         5.18519 
SALES                     HEALTHCARE                   5.1282        5.8824          2         0.49383 
TEACHER                   HEALTHCARE                   2.5641        3.2258          1         0.24691 
ADVOCATE                  HR                           4.6512        5.7143          2         0.49383 
CONSULTANT                HR                           6.9767        8.5714          3         0.74074 
FITNESS                   HR                           2.3256        2.8571          1         0.24691 
HEALTHCARE                HR                           6.9767        9.0909          3         0.74074 
HR                        HR                          69.7674       93.7500         30         7.40741 
INFORMATION-TECHNOLOGY    HR                           2.3256        2.7778          1         0.24691 
OTHER                     HR                           6.9767        7.8947          3         0.74074 
ADVOCATE                  INFORMATION-TECHNOLOGY       2.4390        2.8571          1         0.24691 
CONSULTANT                INFORMATION-TECHNOLOGY      12.1951       14.2857          5         1.23457 
DIGITAL-MEDIA             INFORMATION-TECHNOLOGY       4.8780        6.8966          2         0.49383 
INFORMATION-TECHNOLOGY    INFORMATION-TECHNOLOGY      68.2927       77.7778         28         6.91358 
OTHER                     INFORMATION-TECHNOLOGY      12.1951       13.1579          5         1.23457 
ADVOCATE                  OTHER                       13.8889       14.2857          5         1.23457 
BUSINESS-DEVELOPMENT      OTHER                        8.3333        8.3333          3         0.74074 
CONSULTANT                OTHER                       19.4444       20.0000          7         1.72840 
DESIGNER                  OTHER                        2.7778        3.2258          1         0.24691 
FITNESS                   OTHER                        2.7778        2.8571          1         0.24691 
INFORMATION-TECHNOLOGY    OTHER                        5.5556        5.5556          2         0.49383 
OTHER                     OTHER                       41.6667       39.4737         15         3.70370 
SALES                     OTHER                        5.5556        5.8824          2         0.49383 
ADVOCATE                  SALES                       13.5135       14.2857          5         1.23457 
BUSINESS-DEVELOPMENT      SALES                       10.8108       11.1111          4         0.98765 
FITNESS                   SALES                       13.5135       14.2857          5         1.23457 
HEALTHCARE                SALES                        2.7027        3.0303          1         0.24691 
HR                        SALES                        2.7027        3.1250          1         0.24691 
OTHER                     SALES                       10.8108       10.5263          4         0.98765 
SALES                     SALES                       43.2432       47.0588         16         3.95062 
TEACHER                   SALES                        2.7027        3.2258          1         0.24691 
ADVOCATE                  TEACHER                     12.8205       14.2857          5         1.23457 
HEALTHCARE                TEACHER                      5.1282        6.0606          2         0.49383 
OTHER                     TEACHER                      7.6923        7.8947          3         0.74074 
SALES                     TEACHER                      5.1282        5.8824          2         0.49383 
TEACHER                   TEACHER                     69.2308       87.0968         27         6.66667 
 
                                                                                                                                                                                                                                                                
 
 
Event Classification Table

Data Role=TRAIN Target=Category Target Label=Category

  False       True        False       True
Negative    Negative    Positive    Positive

    3          610         14          47   


Data Role=VALIDATE Target=Category Target Label=Category

  False       True        False       True
Negative    Negative    Positive    Positive

    4          362         12          27   
 
                                                                                                                                                                                                                                                                
 
 
Assessment Score Rankings

Data Role=TRAIN Target Variable=Category Target Label=Category

                                                                                           Mean
                               Cumulative        %       Cumulative      Number of      Posterior
Depth       Gain      Lift        Lift       Response    % Response    Observations    Probability

   5     1168.71    12.6871      12.6871      94.1176      94.1176          34           0.81174  
  10      831.71     5.9471       9.3171      44.1176      69.1176          34           0.46906  
  15      560.78     1.1894       6.6078       8.8235      49.0196          34           0.11662  
  20      399.26     0.0000       4.9926       0.0000      37.0370          33           0.04300  
  25      298.82     0.0000       3.9882       0.0000      29.5858          34           0.02432  
  30      232.02     0.0000       3.3202       0.0000      24.6305          34           0.01359  
  35      185.59     0.0000       2.8559       0.0000      21.1864          33           0.00800  
  40      149.63     0.0000       2.4963       0.0000      18.5185          34           0.00468  
  45      121.71     0.0000       2.2171       0.0000      16.4474          34           0.00283  
  50      100.00     0.0000       2.0000       0.0000      14.8368          33           0.00144  
  55       81.67     0.0000       1.8167       0.0000      13.4771          34           0.00070  
  60       66.42     0.0000       1.6642       0.0000      12.3457          34           0.00037  
  65       53.53     0.0000       1.5353       0.0000      11.3895          34           0.00023  
  70       42.80     0.0000       1.4280       0.0000      10.5932          33           0.00014  
  75       33.20     0.0000       1.3320       0.0000       9.8814          34           0.00009  
  80       24.81     0.0000       1.2481       0.0000       9.2593          34           0.00005  
  85       17.63     0.0000       1.1763       0.0000       8.7260          33           0.00002  
  90       11.04     0.0000       1.1104       0.0000       8.2372          34           0.00001  
  95        5.15     0.0000       1.0515       0.0000       7.8003          34           0.00000  
 100        0.00     0.0000       1.0000       0.0000       7.4184          33           0.00000  


Data Role=VALIDATE Target Variable=Category Target Label=Category

                                                                                           Mean
                               Cumulative        %       Cumulative      Number of      Posterior
Depth       Gain      Lift        Lift       Response    % Response    Observations    Probability

   5     957.604    10.5760      10.5760      80.9524      80.9524          21           0.80525  
  10     792.211     7.1855       8.9221      55.0000      68.2927          20           0.52736  
  15     521.100     0.6532       6.2110       5.0000      47.5410          20           0.14029  
  20     367.742     0.0000       4.6774       0.0000      35.8025          20           0.05827  
  25     284.250     0.6221       3.8425       4.7619      29.4118          21           0.02947  
  30     231.967     0.6532       3.3197       5.0000      25.4098          20           0.01679  
  35     185.211     0.0000       2.8521       0.0000      21.8310          20           0.01005  
  40     150.000     0.0000       2.5000       0.0000      19.1358          20           0.00494  
  45     121.311     0.0000       2.2131       0.0000      16.9399          21           0.00245  
  50      99.507     0.0000       1.9951       0.0000      15.2709          20           0.00129  
  55      81.614     0.0000       1.8161       0.0000      13.9013          20           0.00065  
  60      66.667     0.0000       1.6667       0.0000      12.7572          20           0.00036  
  65      53.409     0.0000       1.5341       0.0000      11.7424          21           0.00018  
  70      42.606     0.0000       1.4261       0.0000      10.9155          20           0.00011  
  75      33.224     0.0000       1.3322       0.0000      10.1974          20           0.00007  
  80      25.000     0.0000       1.2500       0.0000       9.5679          20           0.00003  
  85      17.391     0.0000       1.1739       0.0000       8.9855          21           0.00001  
  90      10.959     0.0000       1.1096       0.0000       8.4932          20           0.00001  
  95       5.195     0.0000       1.0519       0.0000       8.0519          20           0.00000  
 100       0.000     0.0000       1.0000       0.0000       7.6543          20           0.00000  
 
                                                                                                                                                                                                                                                                
 
 
Assessment Score Distribution

Data Role=TRAIN Target Variable=Category Target Label=Category

 Posterior     Number                     Mean
Probability      of      Number of     Posterior
   Range       Events    Nonevents    Probability    Percentage

 0.85-0.90        5           0         0.86834         0.7418 
 0.80-0.85       18           0         0.82363         2.6706 
 0.75-0.80        8           1         0.77421         1.3353 
 0.70-0.75        3           1         0.71863         0.5935 
 0.65-0.70        3           2         0.67589         0.7418 
 0.60-0.65        4           0         0.63244         0.5935 
 0.55-0.60        2           0         0.58563         0.2967 
 0.50-0.55        1           4         0.52850         0.7418 
 0.35-0.40        2           3         0.37081         0.7418 
 0.30-0.35        1           2         0.33113         0.4451 
 0.25-0.30        0           2         0.27023         0.2967 
 0.20-0.25        2           8         0.22895         1.4837 
 0.15-0.20        1           3         0.17577         0.5935 
 0.10-0.15        0          10         0.11965         1.4837 
 0.05-0.10        0          21         0.06976         3.1157 
 0.00-0.05        0         567         0.00541        84.1246 


Data Role=VALIDATE Target Variable=Category Target Label=Category

 Posterior     Number                     Mean
Probability      of      Number of     Posterior
   Range       Events    Nonevents    Probability    Percentage

 0.85-0.90        2           0         0.86177         0.4938 
 0.80-0.85        9           2         0.82642         2.7160 
 0.75-0.80        5           1         0.76764         1.4815 
 0.70-0.75        3           3         0.72924         1.4815 
 0.65-0.70        2           1         0.67920         0.7407 
 0.60-0.65        1           0         0.63365         0.2469 
 0.50-0.55        3           0         0.52099         0.7407 
 0.45-0.50        1           1         0.47989         0.4938 
 0.40-0.45        1           1         0.41605         0.4938 
 0.35-0.40        0           2         0.39473         0.4938 
 0.30-0.35        1           0         0.30702         0.2469 
 0.25-0.30        0           3         0.26378         0.7407 
 0.20-0.25        0           2         0.22145         0.4938 
 0.15-0.20        0           5         0.18171         1.2346 
 0.10-0.15        0           4         0.12612         0.9877 
 0.05-0.10        1          22         0.07138         5.6790 
 0.00-0.05        2         327         0.00481        81.2346 
