 
                                                                                                                                                                                                                                                                
 
 
Fit Statistics

Target=Category Target Label=Category

   Fit
Statistics    Statistics Label                    Train    Validation       Test

 _AIC_        Akaike's Information Criterion    1748.79          .           .  
 _ASE_        Average Squared Error                0.04         0.05        0.04
 _AVERR_      Average Error Function               0.19         0.24        0.23
 _DFE_        Degrees of Freedom for Error      7304.00          .           .  
 _DFM_        Model Degrees of Freedom           110.00          .           .  
 _DFT_        Total Degrees of Freedom          7414.00          .           .  
 _DIV_        Divisor for ASE                   8088.00      4860.00     3288.00
 _ERR_        Error Function                    1528.79      1142.19      748.81
 _FPE_        Final Prediction Error               0.04          .           .  
 _MAX_        Maximum Absolute Error               1.00         1.00        1.00
 _MSE_        Mean Square Error                    0.04         0.05        0.04
 _NOBS_       Sum of Frequencies                 674.00       405.00      274.00
 _NW_         Number of Estimate Weights         110.00          .           .  
 _RASE_       Root Average Sum of Squares          0.21         0.22        0.21
 _RFPE_       Root Final Prediction Error          0.21          .           .  
 _RMSE_       Root Mean Squared Error              0.21         0.22        0.21
 _SBC_        Schwarz's Bayesian Criterion      2509.02          .           .  
 _SSE_        Sum of Squared Errors              340.36       231.02      145.62
 _SUMW_       Sum of Case Weights Times Freq    8088.00      4860.00     3288.00
 _MISC_       Misclassification Rate               0.37         0.42        0.40
 
                                                                                                                                                                                                                                                                
 
 
Classification Table

Data Role=TRAIN Target Variable=Category Target Label=Category

                                                      Target        Outcome     Frequency       Total
Target                    Outcome                   Percentage    Percentage      Count      Percentage
INFORMATION-TECHNOLOGY    CONSULTANT                  21.6216       13.5593          8         1.18694 
OTHER                     CONSULTANT                  13.5135        7.9365          5         0.74184 
BUSINESS-DEVELOPMENT      DESIGNER                     2.0000        1.6667          1         0.14837 
CONSULTANT                DESIGNER                     2.0000        1.7544          1         0.14837 
DESIGNER                  DESIGNER                    84.0000       79.2453         42         6.23145 
DIGITAL-MEDIA             DESIGNER                     4.0000        4.2553          2         0.29674 
INFORMATION-TECHNOLOGY    DESIGNER                     2.0000        1.6949          1         0.14837 
SALES                     DESIGNER                     6.0000        5.1724          3         0.44510 
ADVOCATE                  DIGITAL-MEDIA                2.1739        1.7544          1         0.14837 
BUSINESS-DEVELOPMENT      DIGITAL-MEDIA                4.3478        3.3333          2         0.29674 
CONSULTANT                DIGITAL-MEDIA                6.5217        5.2632          3         0.44510 
DESIGNER                  DIGITAL-MEDIA                2.1739        1.8868          1         0.14837 
DIGITAL-MEDIA             DIGITAL-MEDIA               69.5652       68.0851         32         4.74777 
FITNESS                   DIGITAL-MEDIA                4.3478        3.4483          2         0.29674 
HEALTHCARE                DIGITAL-MEDIA                4.3478        3.5088          2         0.29674 
INFORMATION-TECHNOLOGY    DIGITAL-MEDIA                2.1739        1.6949          1         0.14837 
OTHER                     DIGITAL-MEDIA                2.1739        1.5873          1         0.14837 
SALES                     DIGITAL-MEDIA                2.1739        1.7241          1         0.14837 
ADVOCATE                  FITNESS                      7.0175        7.0175          4         0.59347 
BUSINESS-DEVELOPMENT      FITNESS                      8.7719        8.3333          5         0.74184 
CONSULTANT                FITNESS                      1.7544        1.7544          1         0.14837 
FITNESS                   FITNESS                     71.9298       70.6897         41         6.08309 
OTHER                     FITNESS                      3.5088        3.1746          2         0.29674 
SALES                     FITNESS                      7.0175        6.8966          4         0.59347 
ADVOCATE                  HEALTHCARE                  16.3636       15.7895          9         1.33531 
BUSINESS-DEVELOPMENT      HEALTHCARE                   5.4545        5.0000          3         0.44510 
CONSULTANT                HEALTHCARE                  10.9091       10.5263          6         0.89021 
DIGITAL-MEDIA             HEALTHCARE                   1.8182        2.1277          1         0.14837 
FITNESS                   HEALTHCARE                   1.8182        1.7241          1         0.14837 
HEALTHCARE                HEALTHCARE                  58.1818       56.1404         32         4.74777 
INFORMATION-TECHNOLOGY    HEALTHCARE                   1.8182        1.6949          1         0.14837 
OTHER                     HEALTHCARE                   1.8182        1.5873          1         0.14837 
SALES                     HEALTHCARE                   1.8182        1.7241          1         0.14837 
ADVOCATE                  HR                           4.7619        5.2632          3         0.44510 
BUSINESS-DEVELOPMENT      HR                           1.5873        1.6667          1         0.14837 
CONSULTANT                HR                           1.5873        1.7544          1         0.14837 
FITNESS                   HR                           1.5873        1.7241          1         0.14837 
HEALTHCARE                HR                           4.7619        5.2632          3         0.44510 
HR                        HR                          80.9524       92.7273         51         7.56677 
INFORMATION-TECHNOLOGY    HR                           1.5873        1.6949          1         0.14837 
OTHER                     HR                           1.5873        1.5873          1         0.14837 
SALES                     HR                           1.5873        1.7241          1         0.14837 
ADVOCATE                  INFORMATION-TECHNOLOGY       2.6316        3.5088          2         0.29674 
BUSINESS-DEVELOPMENT      INFORMATION-TECHNOLOGY       1.3158        1.6667          1         0.14837 
CONSULTANT                INFORMATION-TECHNOLOGY      19.7368       26.3158         15         2.22552 
DESIGNER                  INFORMATION-TECHNOLOGY       1.3158        1.8868          1         0.14837 
DIGITAL-MEDIA             INFORMATION-TECHNOLOGY       3.9474        6.3830          3         0.44510 
HEALTHCARE                INFORMATION-TECHNOLOGY       5.2632        7.0175          4         0.59347 
INFORMATION-TECHNOLOGY    INFORMATION-TECHNOLOGY      56.5789       72.8814         43         6.37982 
OTHER                     INFORMATION-TECHNOLOGY       7.8947        9.5238          6         0.89021 
SALES                     INFORMATION-TECHNOLOGY       1.3158        1.7241          1         0.14837 
ADVOCATE                  OTHER                        8.5106        7.0175          4         0.59347 
BUSINESS-DEVELOPMENT      OTHER                        4.2553        3.3333          2         0.29674 
CONSULTANT                OTHER                        6.3830        5.2632          3         0.44510 
DESIGNER                  OTHER                        6.3830        5.6604          3         0.44510 
DIGITAL-MEDIA             OTHER                        4.2553        4.2553          2         0.29674 
HEALTHCARE                OTHER                        2.1277        1.7544          1         0.14837 
HR                        OTHER                        2.1277        1.8182          1         0.14837 
INFORMATION-TECHNOLOGY    OTHER                        4.2553        3.3898          2         0.29674 
OTHER                     OTHER                       57.4468       42.8571         27         4.00593 
SALES                     OTHER                        4.2553        3.4483          2         0.29674 
ADVOCATE                  SALES                        6.0606        7.0175          4         0.59347 
BUSINESS-DEVELOPMENT      SALES                        6.0606        6.6667          4         0.59347 
CONSULTANT                SALES                        4.5455        5.2632          3         0.44510 
DESIGNER                  SALES                        3.0303        3.7736          2         0.29674 
FITNESS                   SALES                        9.0909       10.3448          6         0.89021 
HEALTHCARE                SALES                        4.5455        5.2632          3         0.44510 
HR                        SALES                        1.5152        1.8182          1         0.14837 
OTHER                     SALES                       10.6061       11.1111          7         1.03858 
SALES                     SALES                       53.0303       60.3448         35         5.19288 
TEACHER                   SALES                        1.5152        2.0000          1         0.14837 
ADVOCATE                  TEACHER                      3.6364        3.5088          2         0.29674 
BUSINESS-DEVELOPMENT      TEACHER                      1.8182        1.6667          1         0.14837 
CONSULTANT                TEACHER                      1.8182        1.7544          1         0.14837 
FITNESS                   TEACHER                      3.6364        3.4483          2         0.29674 
HEALTHCARE                TEACHER                      1.8182        1.7544          1         0.14837 
INFORMATION-TECHNOLOGY    TEACHER                      1.8182        1.6949          1         0.14837 
TEACHER                   TEACHER                     85.4545       94.0000         47         6.97329 


Data Role=VALIDATE Target Variable=Category Target Label=Category

                                                      Target        Outcome     Frequency       Total
Target                    Outcome                   Percentage    Percentage      Count      Percentage

ADVOCATE                  ADVOCATE                    42.4242       40.0000         14         3.45679 
CONSULTANT                ADVOCATE                     6.0606        5.7143          2         0.49383 
FITNESS                   ADVOCATE                     3.0303        2.8571          1         0.24691 
HEALTHCARE                ADVOCATE                    15.1515       15.1515          5         1.23457 
INFORMATION-TECHNOLOGY    ADVOCATE                     3.0303        2.7778          1         0.24691 
OTHER                     ADVOCATE                    24.2424       21.0526          8         1.97531 
TEACHER                   ADVOCATE                     6.0606        6.4516          2         0.49383 
ADVOCATE                  BUSINESS-DEVELOPMENT         2.0408        2.8571          1         0.24691 
BUSINESS-DEVELOPMENT      BUSINESS-DEVELOPMENT        46.9388       63.8889         23         5.67901 
CONSULTANT                BUSINESS-DEVELOPMENT        22.4490       31.4286         11         2.71605 
DIGITAL-MEDIA             BUSINESS-DEVELOPMENT         4.0816        6.8966          2         0.49383 
HEALTHCARE                BUSINESS-DEVELOPMENT         8.1633       12.1212          4         0.98765 
OTHER                     BUSINESS-DEVELOPMENT         4.0816        5.2632          2         0.49383 
SALES                     BUSINESS-DEVELOPMENT        12.2449       17.6471          6         1.48148 
BUSINESS-DEVELOPMENT      CONSULTANT                  22.2222        5.5556          2         0.49383 
CONSULTANT                CONSULTANT                  33.3333        8.5714          3         0.74074 
DESIGNER                  CONSULTANT                  11.1111        3.2258          1         0.24691 
HEALTHCARE                CONSULTANT                  11.1111        3.0303          1         0.24691 
INFORMATION-TECHNOLOGY    CONSULTANT                  11.1111        2.7778          1         0.24691 
OTHER                     CONSULTANT                  11.1111        2.6316          1         0.24691 
CONSULTANT                DESIGNER                     3.3333        2.8571          1         0.24691 
DESIGNER                  DESIGNER                    76.6667       74.1935         23         5.67901 
DIGITAL-MEDIA             DESIGNER                     3.3333        3.4483          1         0.24691 
INFORMATION-TECHNOLOGY    DESIGNER                     6.6667        5.5556          2         0.49383 
SALES                     DESIGNER                     3.3333        2.9412          1         0.24691 
TEACHER                   DESIGNER                     6.6667        6.4516          2         0.49383 
BUSINESS-DEVELOPMENT      DIGITAL-MEDIA                8.3333        8.3333          3         0.74074 
CONSULTANT                DIGITAL-MEDIA                8.3333        8.5714          3         0.74074 
DESIGNER                  DIGITAL-MEDIA                2.7778        3.2258          1         0.24691 
DIGITAL-MEDIA             DIGITAL-MEDIA               63.8889       79.3103         23         5.67901 
FITNESS                   DIGITAL-MEDIA                2.7778        2.8571          1         0.24691 
HR                        DIGITAL-MEDIA                2.7778        3.1250          1         0.24691 
INFORMATION-TECHNOLOGY    DIGITAL-MEDIA                2.7778        2.7778          1         0.24691 
SALES                     DIGITAL-MEDIA                8.3333        8.8235          3         0.74074 
BUSINESS-DEVELOPMENT      FITNESS                      5.8824        5.5556          2         0.49383 
FITNESS                   FITNESS                     67.6471       65.7143         23         5.67901 
HEALTHCARE                FITNESS                      5.8824        6.0606          2         0.49383 
HR                        FITNESS                      2.9412        3.1250          1         0.24691 
INFORMATION-TECHNOLOGY    FITNESS                      2.9412        2.7778          1         0.24691 
OTHER                     FITNESS                      5.8824        5.2632          2         0.49383 
SALES                     FITNESS                      5.8824        5.8824          2         0.49383 
TEACHER                   FITNESS                      2.9412        3.2258          1         0.24691 
ADVOCATE                  HEALTHCARE                  27.9070       34.2857         12         2.96296 
BUSINESS-DEVELOPMENT      HEALTHCARE                   6.9767        8.3333          3         0.74074 
CONSULTANT                HEALTHCARE                   4.6512        5.7143          2         0.49383 
DESIGNER                  HEALTHCARE                   2.3256        3.2258          1         0.24691 
DIGITAL-MEDIA             HEALTHCARE                   2.3256        3.4483          1         0.24691 
FITNESS                   HEALTHCARE                   6.9767        8.5714          3         0.74074 
HEALTHCARE                HEALTHCARE                  34.8837       45.4545         15         3.70370 
OTHER                     HEALTHCARE                   6.9767        7.8947          3         0.74074 
SALES                     HEALTHCARE                   4.6512        5.8824          2         0.49383 
TEACHER                   HEALTHCARE                   2.3256        3.2258          1         0.24691 
BUSINESS-DEVELOPMENT      HR                           2.7027        2.7778          1         0.24691 
CONSULTANT                HR                           5.4054        5.7143          2         0.49383 
FITNESS                   HR                           2.7027        2.8571          1         0.24691 
HEALTHCARE                HR                          10.8108       12.1212          4         0.98765 
HR                        HR                          75.6757       87.5000         28         6.91358 
INFORMATION-TECHNOLOGY    HR                           2.7027        2.7778          1         0.24691 
ADVOCATE                  INFORMATION-TECHNOLOGY       2.3256        2.8571          1         0.24691 
BUSINESS-DEVELOPMENT      INFORMATION-TECHNOLOGY       2.3256        2.7778          1         0.24691 
CONSULTANT                INFORMATION-TECHNOLOGY      18.6047       22.8571          8         1.97531 
DESIGNER                  INFORMATION-TECHNOLOGY       2.3256        3.2258          1         0.24691 
DIGITAL-MEDIA             INFORMATION-TECHNOLOGY       2.3256        3.4483          1         0.24691 
HEALTHCARE                INFORMATION-TECHNOLOGY       2.3256        3.0303          1         0.24691 
INFORMATION-TECHNOLOGY    INFORMATION-TECHNOLOGY      62.7907       75.0000         27         6.66667 
OTHER                     INFORMATION-TECHNOLOGY       6.9767        7.8947          3         0.74074 
ADVOCATE                  OTHER                        5.0000        2.8571          1         0.24691 
CONSULTANT                OTHER                       10.0000        5.7143          2         0.49383 
DIGITAL-MEDIA             OTHER                        5.0000        3.4483          1         0.24691 
FITNESS                   OTHER                       10.0000        5.7143          2         0.49383 
INFORMATION-TECHNOLOGY    OTHER                       10.0000        5.5556          2         0.49383 
OTHER                     OTHER                       60.0000       31.5789         12         2.96296 
ADVOCATE                  SALES                        9.0909        8.5714          3         0.74074 
BUSINESS-DEVELOPMENT      SALES                        3.0303        2.7778          1         0.24691 
CONSULTANT                SALES                        3.0303        2.8571          1         0.24691 
DESIGNER                  SALES                        9.0909        9.6774          3         0.74074 
FITNESS                   SALES                        9.0909        8.5714          3         0.74074 
HR                        SALES                        3.0303        3.1250          1         0.24691 
OTHER                     SALES                        9.0909        7.8947          3         0.74074 
SALES                     SALES                       54.5455       52.9412         18         4.44444 
ADVOCATE                  TEACHER                      7.8947        8.5714          3         0.74074 
DESIGNER                  TEACHER                      2.6316        3.2258          1         0.24691 
FITNESS                   TEACHER                      2.6316        2.8571          1         0.24691 
HEALTHCARE                TEACHER                      2.6316        3.0303          1         0.24691 
HR                        TEACHER                      2.6316        3.1250          1         0.24691 
OTHER                     TEACHER                     10.5263       10.5263          4         0.98765 
SALES                     TEACHER                      5.2632        5.8824          2         0.49383 
TEACHER                   TEACHER                     65.7895       80.6452         25         6.17284 
 
                                                                                                                                                                                                                                                                
 
 
Event Classification Table

Data Role=TRAIN Target=Category Target Label=Category

  False       True        False       True
Negative    Negative    Positive    Positive

    3          616          8          47   


Data Role=VALIDATE Target=Category Target Label=Category

  False       True        False       True
Negative    Negative    Positive    Positive

    6          361         13          25   
 
                                                                                                                                                                                                                                                                
 
 
Assessment Score Rankings

Data Role=TRAIN Target Variable=Category Target Label=Category

                                                                                           Mean
                               Cumulative        %       Cumulative      Number of      Posterior
Depth       Gain      Lift        Lift       Response    % Response    Observations    Probability

   5     1208.35    13.0835      13.0835      97.0588      97.0588          34           0.98658  
  10      891.18     6.7400       9.9118      50.0000      73.5294          34           0.42619  
  15      560.78     0.0000       6.6078       0.0000      49.0196          34           0.03584  
  20      399.26     0.0000       4.9926       0.0000      37.0370          33           0.00946  
  25      298.82     0.0000       3.9882       0.0000      29.5858          34           0.00508  
  30      232.02     0.0000       3.3202       0.0000      24.6305          34           0.00310  
  35      185.59     0.0000       2.8559       0.0000      21.1864          33           0.00196  
  40      149.63     0.0000       2.4963       0.0000      18.5185          34           0.00135  
  45      121.71     0.0000       2.2171       0.0000      16.4474          34           0.00093  
  50      100.00     0.0000       2.0000       0.0000      14.8368          33           0.00062  
  55       81.67     0.0000       1.8167       0.0000      13.4771          34           0.00038  
  60       66.42     0.0000       1.6642       0.0000      12.3457          34           0.00022  
  65       53.53     0.0000       1.5353       0.0000      11.3895          34           0.00012  
  70       42.80     0.0000       1.4280       0.0000      10.5932          33           0.00009  
  75       33.20     0.0000       1.3320       0.0000       9.8814          34           0.00005  
  80       24.81     0.0000       1.2481       0.0000       9.2593          34           0.00002  
  85       17.63     0.0000       1.1763       0.0000       8.7260          33           0.00000  
  90       11.04     0.0000       1.1104       0.0000       8.2372          34           0.00000  
  95        5.15     0.0000       1.0515       0.0000       7.8003          34           0.00000  
 100        0.00     0.0000       1.0000       0.0000       7.4184          33           0.00000  


Data Role=VALIDATE Target Variable=Category Target Label=Category

                                                                                           Mean
                               Cumulative        %       Cumulative      Number of      Posterior
Depth       Gain      Lift        Lift       Response    % Response    Observations    Probability

   5     957.604    10.5760      10.5760      80.9524      80.9524          21           0.99467  
  10     728.482     5.8790       8.2848      45.0000      63.4146          20           0.71412  
  15     521.100     1.9597       6.2110      15.0000      47.5410          20           0.06254  
  20     367.742     0.0000       4.6774       0.0000      35.8025          20           0.01248  
  25     271.442     0.0000       3.7144       0.0000      28.4314          21           0.00564  
  30     221.259     0.6532       3.2126       5.0000      24.5902          20           0.00294  
  35     185.211     0.6532       2.8521       5.0000      21.8310          20           0.00172  
  40     150.000     0.0000       2.5000       0.0000      19.1358          20           0.00113  
  45     121.311     0.0000       2.2131       0.0000      16.9399          21           0.00066  
  50      99.507     0.0000       1.9951       0.0000      15.2709          20           0.00043  
  55      81.614     0.0000       1.8161       0.0000      13.9013          20           0.00031  
  60      66.667     0.0000       1.6667       0.0000      12.7572          20           0.00021  
  65      53.409     0.0000       1.5341       0.0000      11.7424          21           0.00013  
  70      42.606     0.0000       1.4261       0.0000      10.9155          20           0.00008  
  75      33.224     0.0000       1.3322       0.0000      10.1974          20           0.00004  
  80      25.000     0.0000       1.2500       0.0000       9.5679          20           0.00002  
  85      17.391     0.0000       1.1739       0.0000       8.9855          21           0.00001  
  90      10.959     0.0000       1.1096       0.0000       8.4932          20           0.00000  
  95       5.195     0.0000       1.0519       0.0000       8.0519          20           0.00000  
 100       0.000     0.0000       1.0000       0.0000       7.6543          20           0.00000  
 
                                                                                                                                                                                                                                                                
 
 
Assessment Score Distribution

Data Role=TRAIN Target Variable=Category Target Label=Category

 Posterior     Number                     Mean
Probability      of      Number of     Posterior
   Range       Events    Nonevents    Probability    Percentage

 0.95-1.00       31           0         0.99046         4.5994 
 0.90-0.95        3           1         0.93869         0.5935 
 0.85-0.90        1           1         0.88132         0.2967 
 0.80-0.85        1           0         0.83758         0.1484 
 0.75-0.80        2           0         0.76730         0.2967 
 0.70-0.75        1           0         0.72527         0.1484 
 0.65-0.70        0           1         0.69389         0.1484 
 0.60-0.65        1           1         0.63865         0.2967 
 0.55-0.60        2           0         0.56574         0.2967 
 0.50-0.55        1           0         0.54759         0.1484 
 0.45-0.50        1           2         0.46730         0.4451 
 0.35-0.40        1           0         0.38421         0.1484 
 0.30-0.35        0           2         0.32660         0.2967 
 0.25-0.30        1           1         0.28707         0.2967 
 0.20-0.25        2           3         0.22292         0.7418 
 0.15-0.20        1           1         0.15731         0.2967 
 0.10-0.15        1           2         0.11383         0.4451 
 0.05-0.10        0          11         0.07401         1.6320 
 0.00-0.05        0         598         0.00245        88.7240 


Data Role=VALIDATE Target Variable=Category Target Label=Category

 Posterior     Number                     Mean
Probability      of      Number of     Posterior
   Range       Events    Nonevents    Probability    Percentage

 0.95-1.00       20           6         0.99044         6.4198 
 0.90-0.95        1           0         0.94258         0.2469 
 0.85-0.90        3           2         0.86705         1.2346 
 0.80-0.85        0           1         0.82626         0.2469 
 0.70-0.75        0           1         0.70188         0.2469 
 0.65-0.70        0           1         0.65331         0.2469 
 0.55-0.60        1           0         0.57267         0.2469 
 0.35-0.40        0           2         0.36523         0.4938 
 0.25-0.30        0           1         0.25004         0.2469 
 0.20-0.25        0           1         0.20775         0.2469 
 0.15-0.20        2           2         0.18186         0.9877 
 0.05-0.10        1           5         0.06561         1.4815 
 0.00-0.05        3         352         0.00240        87.6543 
